115036	ET And	ACV	6.48	1	0.03		V		1.618875		B9pSi
115743	EW And	LB	10.8	0	11.8		p				C7,3(Nb)
3362	FF And	UV+BY	12.02	0	12.90		U				M1Ve+M1Ve
2355	GN And	DSCTC	5.23	1	0.05		V		0.069304115		A9IV
3919	GO And	ACV	6.12	1	0.04		V		2.5481		A0pSrCrEu
4322	GP And	DSCT	10.53	1	0.6		V	47005.6145	0.0786827620	31	A3
2243	GR And	ACV	6.87	0	6.95		V		546.87		A2pSrCrEu
1475	GX And	UV	10.30	0	10.85		U				M1Ve
7651	GY And	ACV	6.27	0	6.44		V		8000.		B9VpCrEu
10270	GZ And	EW	10.83	0	11.61	11.58	V	52500.1211	0.3050169		
6560	HN And	ACV	6.67	0	6.76		V		69.92		A2pSrCrEu
7321	KK And	ACV	5.91	1	0.01		V		0.6684		B9IVpSi
116039	KQ And	LB:	9.4	0	10.1		p				K5
114154	KX And	BE	6.88	0	7.28		V				B3pe+K1III
114329	KY And	BE	6.68	0	6.95		V				B3Vne
114379	KZ And	BY	7.91	0	8.03		V		3.03		K2Ve+K2Ve
113802	LN And	CST:	6.39	0			V				B2V
118214	LQ And	BE	6.50	0	6.66		V		0.309446		B4Ven
1799	LR And	ELL	7.10	0	7.15	7.14	V	44854.8800	1.432321		A3V
7493	OP And	RS:	6.27	0	6.41		Hp		2.35954		K1III:
7951	OQ And	LB	7.64	0	7.73		V				M3III
115200	OT And	EA	7.32	0	7.72	7.62	V	45711.73	20.85290	03	
117503	OU And	FKCOM:	5.87	0	5.94		V		24.2		G1IIIe
117963	PV And	ACV	6.91	0	6.99		V		3.5112		B9pSi
2865	PY And	ACV	6.02	1	0.03		U		4.6904		B8IIIpHgMn
10944	PZ And	ACV	5.59	1	0.05		V		4.1890		B9VpSi
5684	QU And	RS	7.25	1	0.05		V		21.08		G5IV
5939	QV And	ACV	6.22	1	0.05		U		5.229		B9IIIpSi
116354	V340 And	DSCTC	5.69	1	0.03		B		0.063		A1Vp
590	V341 And	LB	8.63	0	8.94		Hp				
882	V343 And	LB	7.04	0	7.55		Hp				M2
919	V344 And	BY	7.95	1	0.04		V		6.105		K0V
988	V345 And	SRB:	7.79	0	7.98		Hp		45.13		M4
1112	V346 And	LB:	8.98	0	9.10		Hp				K5
1110	V347 And	SRS:	9.38	0	9.72		Hp	48510.60	15.11		M2
1233	V348 And	EA	6.75	0	6.90		Hp	48504.070	5.5392		B9
1289	V349 And	LB:	8.81	0	8.93		Hp				M0
2054	V350 And	EA	7.56	0	7.63		Hp	47947.413	1.538824	10	A3
2216	V351 And	LB	9.12	0	9.49		Hp				M5
2285	V352 And	LB:	9.01	0	9.13		Hp				M0
2384	V353 And	LB:	9.44	0	9.59		Hp				M0
2651	V354 And	SRD:	8.65	0	8.78		Hp		10.877		K0
3454	V355 And	EA	7.69	0	8.0	7.9	V	52295.088	4.71841		F5
3498	V356 And	LB:	9.04	0	9.17		Hp				M1
4129	V357 And	ELL:	6.70	0	6.74	6.7	Hp		1.66238		A2V
4621	V358 And	LB:	8.22	0	8.36		Hp				M2
4900	V359 And	BY:	10.89	0	11.31		Hp				M0
5002	V360 And	LB	7.05	0	7.23		Hp				M3III
5450	V361 And	DSCTC	7.79	0	7.83		Hp	48500.0220	0.1140500		F0
6852	V362 And	E:	8.42	0	8.55		Hp		18.518518		M0
7122	V363 And	EB	9.10	0	9.37	9.34	Hp	48500.3980	1.27799		A2
7205	V364 And	LB	9.21	0	9.31		Hp				K2III
7511	V365 And	DSCTC	7.49	0	7.53		Hp		0.142816		F0
8034	V366 And	LC	6.74	0	6.93		Hp				M2Ib
8618	V367 And	SRS:	7.11	0	7.45		Hp		24.457		M4
8682	V368 And	LB	9.01	0	9.58		Hp				M8
9150	V369 And	LB:	9.07	0	9.18		Hp				M0
9234	V370 And	SRB	6.18	0	7.19		Hp		228.		M7III
9500	V371 And	BY:	8.30	0	8.34		Hp		1.4937		G5
9740	V372 And	EA	9.05	0	9.53	9.37	Hp	51483.5838	2.940986	11	A5
9779	V373 And	DSCTC	7.63	0	7.69		Hp		0.1128020		F0
9867	V374 And	E:	10.30	0	11.55		Hp				M0
11785	V375 And	SRB	7.01	0	7.22		Hp		54.		A0
12039	V376 And	EB	7.68	0	8.00	7.96	Hp	52500.492	0.7986720		A0
12136	V377 And	EA	7.46	0	7.58		Hp	48700.254	4.06366	05	B9
113640	V378 And	BE	6.47	0	6.64		V				B3Vpe
114100	V379 And	IA:	7.70	0	7.85		Hp				B3
114106	V380 And	LPB	7.97	0	8.02		Hp		1.37678		B9
114305	V381 And	EA	7.35	0	7.42		Hp				A0
114384	V382 And	EB	9.16	0	9.44	9.24	Hp	51402.871	1.478983		A0
114850	V383 And	LB:	8.35	0	8.46		Hp				M0
115504	V384 And	LB:	9.22	0	9.41		Hp				M2
115530	V385 And	LB	6.36	0	6.47		Hp				M0
115541	V386 And	LB:	9.32	0	9.53		Hp				M0
115643	V387 And	LB	6.76	0	6.87		Hp				M0
115755	V388 And	ACV	5.73	0	5.77		Hp		1.47931		B9Mn
116153	V389 And	EA	8.22	0	8.32		Hp				A0
116228	V390 And	SRB	6.56	0	6.75		Hp		303.		M0
116411	V391 And	LB	9.05	0	9.43		Hp				M2
116685	V392 And	EA	9.07	0	9.41	9.41	V	48035.107	4.046275	06	A2
116716	V393 And	LB:	10.31	0	10.38		Hp				
116870	V394 And	LPB	7.40	0	7.42		Hp		1.7776		B9
117111	V395 And	EW	7.55	0	7.62	7.61	Hp	48699.9945	0.6847		A0
117647	V396 And	DSCTC	7.92	0	7.95		Hp		0.1047310		F0
117691	V397 And	LB:	8.60	0	8.72		Hp				M5
117744	V398 And	LB:	8.23	0	8.34		Hp				M2
117769	V399 And	LB	6.95	0	7.05		Hp				M2III
118238	V400 And	E	8.57	0	8.65		Hp				A5
76	V401 And	LB:	9.04	0	9.14		Hp				M0
12056	V406 And	EB	9.22	0	9.42	9.39	V	52500.27	2.165032		B8
117844	V413 And	EA/RS	7.61	0	8.46		U	48127.2	53.	04	G0III
10023	V419 And	DSCTC	9.14	1	0.04		B		0.054		F0
2900	V428 And	SRS	5.13	1	0.06		V		11.5		K5-M0III
10951	V436 And	ACV	7.23	0	7.29		Hp		26.87		B9pCrEuSi
544	V439 And	BY	6.13	1	0.04		V		6.23		K0Ve
4983	V442 And	BE	6.63	0	6.92		V				B2IVe
5521	V443 And	BY	7.66	1	0.02		V		20.27		K0V
5944	V445 And	BY	6.61	1	0.03		V		5.67		G0
6680	V446 And	*	7.61	1	0.09		V		64.23		G4III
10321	V450 And	BY	7.19	1	0.02		V		7.6		G0V
10339	V451 And	BY	7.35	1	0.03		V		7.52		G0V
115331	V453 And	BY	7.36	1	0.04		V		7.489		K1V
116613	V454 And	BY	6.58	1	0.02		V		7.5		G3/4V
1030	V470 And	LPB	6.66	0	6.70		Hp		2.74725		B2V
677	α And	ACV:	2.06	1	0.04		V		0.966222		B8IVpHgMn
3693	ζ And	ELL/RS	3.92	0	4.14		V	32761.016	17.769586		K1IIe
116584	λ And	RS	3.65	0	4.05		V	43832.8	53.95		G8III-IV
113726	ο And	GCAS	3.55	0	3.78		V				B6IIIpe+A2p
49784	R Ant	CST	7.65	0			V				A0V
46810	S Ant	EW	6.27	0	6.83	6.80	V	52627.7968	0.6483489		F3V
46924	T Ant	DCEP	8.88	0	9.82		V	36120.608	5.898053	22	F6Iab
51821	U Ant	LB	8.8	0	9.7		p				C5,3(Nb)
50697	V Ant	M	8.2	0	14.0		V	52772.	303.		M7IIIe
49524	X Ant	M	8.8	0	14.0		V	53458.	164.1		M2-M6e
47076	RR Ant	LB	8.0	0	8.8		V				M6III
50289	WY Ant	RRAB	10.27	0	11.22		V	48500.5339	0.574341	15	A5-F4
48188	XX Ant	EA	8.60	0	9.23	9.23	V	53413.7871	0.888014	20	A8/F0V
49118	YY Ant	LB	8.74	0	9.4		V				M3/4III
49950	AB Ant	LB	6.6	0	7.1		V				C6,3(N0)
50456	AG Ant	*	5.29	0	5.83		V		429.		B9.5Ib-II
53227	AH Ant	SRD	8.40	0	8.7		V		83.		K2III
47018	AK Ant	DSCTC	8.80	1	0.03		V		0.066		A2II/III(w)
46521	AL Ant	LB	7.40	0	7.78		V				M2/M3III
46833	AM Ant	ACV	9.31	0	9.38		Hp		4.8910		Ap(Si)
46845	AN Ant	EB	8.21	0	8.34	8.26	V	52974.8389	3.681309		F0/F2IV
47467	AO Ant	LB	8.6	0	9.0		V				M0
49375	AP Ant	ACV	6.93	0	6.99		Hp		18.201		Ap(Eu-Cr)
49960	AQ Ant	LB	9.06	0	9.22		Hp				K5
50160	AR Ant	LB	9.30	0	9.48		Hp				M2/M3
50256	AS Ant	LB:	8.29	0	8.39		Hp				K5III
50268	AT Ant	SRA	8.1	0	8.6		V	53497.	45.3		M4III
51112	AU Ant	SRB	8.30	0	8.64		V		30.3		M3III
51175	AV Ant	SRB	7.5	0	8.3		V		84.		M4III
51847	AW Ant	SRD:	8.6	0	9.5		V		700.		G5
51924	AX Ant	LB	8.53	0	8.70		V				K5
52239	AY Ant	SRD	9.64	0	10.06		V		53.5		Kp
52567	AZ Ant	DSCTC	7.93	0	7.96		Hp		0.1053030		A5/7V
53078	BB Ant	SRB	8.1	0	9.0		V		125.		M6III
53325	BC Ant	LB	8.85	0	9.09		V				K5
48776	BF Ant	DSCTC	6.32	1	0.01		V				A4V
73223	R Aps	CST:	5.38	0			V				K4III:
74179	S Aps	RCB	9.6	0	17.		V				C(R3)
75707	U Aps	SRB	8.1	0	8.9		V		217.		C(Nb)
72444	TY Aps	RRAB	11.1	0	12.5		V	53484.762	0.5016957	18	A8-F6
85473	XX Aps	M	10.1	0	13.2		V	54309.	161.0		Me
72721	XZ Aps	RRAB	11.6	0	12.6		V	53472.7513	0.587266	16	
85095	DW Aps	EA	8.86	0	9.96	8.95	V	53542.8121	2.3129485	14	B6III
76011	NN Aps	ACV	6.86	0	6.93		V		4.4916		B8pSiCrFe
85760	NO Aps	SR	5.71	0	5.95		V		24.9		M3III
69451	NP Aps	SRB	8.3	0	8.8		V		57.2		M4III
69850	NQ Aps	LB	7.20	0	7.43		V				M3III
69956	NR Aps	LB:	7.86	0	7.97		Hp				M3III
70547	NS Aps	SRB	7.95	0	8.50		V		69.6		M5III
71929	NT Aps	EW	8.20	0	8.70	8.61	V	54981.500	0.2947648		G3/G5V
72825	NU Aps	SR	8.54	0	8.72		Hp		45.1		M5III
72801	NV Aps	LB:	8.90	0	9.03		Hp				K5
73041	NW Aps	EB	9.10	0	9.39	9.34	V	52728.772	1.0655586		F5IV/V
73122	NX Aps	EW:	11.06	0	11.26	11.26	V	52858.605	0.4092282		Fp
74405	NY Aps	BY	9.24	0	9.52		V		4.0852		G8/K0V:
74673	NZ Aps	LB	7.94	0	8.08		Hp				M3/M4III
74999	OO Aps	LB	6.58	0	6.68		Hp				M1III
75420	OP Aps	DSCTC	8.14	0	8.23		Hp		0.1388590		A9III
78179	OQ Aps	LB	8.58	0	8.75		Hp				M2/M3III:
79747	OR Aps	LPB:	9.11	0	9.22		Hp		1.2223		B7III
81438	OS Aps	LB	9.18	0	9.73		V				M4/M5II/III
81530	OT Aps	EA	8.00	0	8.32	8.06	Hp	48501.600	2.426577	09	B9.5IV
81743	OU Aps	ACV:	8.60	0	8.69		Hp		2.4419		A0IV/V
82982	OV Aps	ACV:	8.14	0	8.19		Hp		0.92044		A7III
83972	OW Aps	LPB	7.14	0	7.19		Hp		1.15416		B6IV
84042	OX Aps	LB	8.24	0	8.52		Hp				M5III
85714	OY Aps	LB	8.01	0	8.43		Hp				M5III
85849	OZ Aps	EA	8.57	0	8.90		V	48562.645	27.03726		A1V
86712	PP Aps	EA	9.70	0	9.99	9.90	Hp	48503.21	4.2799	10	A3mA5-A8
72055	PR Aps	DSCTC	8.07	0	8.16		Hp		0.088		F0III/IV
75994	PS Aps	EB	7.86	0	7.97	7.89	V	48574.241	1.086152		F3V
70248	ε Aps	BE:	4.99	0	5.04		Hp				B4V
68815	θ Aps	SRB	4.58	0	5.34		Hp		108.		M7III
117054	R Aqr	M+ZAND	5.2	0	12.4		V	54045.	390.	41	M5e-M8.5e+pec
102829	T Aqr	M	7.0	0	14.2		V	53229.	201.1	47	M2e-M5.5e
108876	U Aqr	RCB	10.6	0	15.9		V				pec
102546	V Aqr	SRB	7.6	0	10.1		V		241.		M6e
110146	X Aqr	M	7.2	0	15.0		V	52951.	311.4	42	S6,3e:(M4e-M6.5e
117703	Z Aqr	SRA	7.4	0	10.2		V	52945.	136.6	50	M1e-M7III
110509	RT Aqr	M	8.8	0	13.1		V	51890.	252.2	50	M5e-M6e
115553	RU Aqr	SRB	8.5	0	10.1		V		118.8		M4/5III
104930	SW Aqr	RRAB	10.37	0	11.68		V	52896.700	0.459300	11	A5-G1
106645	SX Aqr	RRAB	11.05	0	12.19		V	53882.828	0.5357087	10	A5-F7
106565	WW Aqr	M	10.5	2	14.5		V	53640.	242.7		
101991	AE Aqr	XM+ELL	10.18	0	12.12		V				K3Ve+pec(e)
109165	BM Aqr	SRB	9.6	0	10.4		V		55.6		M3III:
116664	BR Aqr	RRAB	10.75	0	11.93		V	52068.837	0.4818713	12	A8-F6
117439	BS Aqr	DSCT	9.12	0	9.62		V	52093.793	0.197822	31	A8-F3
108839	BV Aqr	RRC	10.72	0	11.24		V	52730.904	0.363714	50	
110514	BW Aqr	EA	10.31	0	10.92	10.86	V	52501.720	6.719708	04	F8IV+F7IV
111719	CY Aqr	SXPHE	10.42	0	11.20		V	52956.629	0.061038408	26	A2-A8
115135	DN Aqr	RRAB	10.73	0	11.51		V	52033.899	0.633760	16	F3-F9
113021	DS Aqr	RVA	10.2	0	11.3		V	52213.5	77.34		F2II
103545	DV Aqr	EB	5.89	0	6.25	6.1	V	52500.21	1.575529		A9IV
108797	DX Aqr	EA	6.43	0	6.88	6.55	Hp	51808.000	0.9450106	15	A2V
110396	DZ Aqr	LB	8.2	0	9.3		V				M7
111452	EE Aqr	EB	7.91	0	8.55	8.12	V	52500.055	0.50899582		F0V
117317	EL Aqr	EW	10.35	0	10.75	10.71	V	52500.119	0.4814092		F3V
103261	EM Aqr	DSCTC	6.55	1	0.03		V		0.1024746		A9Vn
102624	EN Aqr	LB	4.41	1	0.06		V				M3III
107516	EP Aqr	SRB	6.37	0	6.82		V		55.		M8III
113930	EQ Aqr	SRB	9.1	0	9.9		V		117.		M3/M4
114017	ER Aqr	LB	7.14	0	7.81		V				M3III
117629	ET Aqr	ACV	5.12	0	5.21		V		3.735239		B9pSiCrSr
104634	EW Aqr	DSCTC	6.41	0	6.48		V		0.0968946		A8III
108644	FF Aqr	EA/RS	10.08	0	11.47		U	42752.9577	9.207755	06	G8III+sdOB
110616	FI Aqr	ACV	7.49	0	7.52		V		4.689		B9pSi
111802	FK Aqr	UV+BY	10.9	0	11.72		U		4.252		M2Ve
112615	FM Aqr	DSCTC	6.16	0	6.19		V		0.087		A9III-IV
103899	FN Aqr	DSCTC	7.34	1	0.01		V				F5III
103393	FR Aqr	UV	14.16	0	14.42		U				M4e
113031	HI Aqr	ACV:	5.80	1	0.01		V		3.40		B9pHgMn
114252	HK Aqr	BY+UV	10.72	0	10.94		V		0.4312		M2.5Ve
111506	HM Aqr	E:	8.72	0	9.40		V	52404.	255.		A0III
106335	HZ Aqr	RS	9.78	0	9.90		V		4.03		K3Ve+K7Ve
113020	IL Aqr	BY	10.15	0	10.21		V				M4V
101926	IM Aqr	LB	7.81	0	7.97		Hp				M1
101988	IN Aqr	LB	8.01	0	8.14		Hp				M4III
102041	IO Aqr	EA	8.80	0	9.22	9.17	V	52530.4516	2.368091	11	G0
102777	IP Aqr	LB	7.70	0	7.86		Hp				M0
102770	IQ Aqr	SRB	6.02	0	6.58		Hp		384.6		M3
103026	IR Aqr	LB	7.73	0	7.92		Hp				M4III:
103447	IS Aqr	LB	7.77	0	7.89		Hp				M0
103769	IT Aqr	SR	7.10	0	7.25		Hp				M0
103851	IU Aqr	LB	6.46	0	6.64		Hp				M3
104279	IV Aqr	LC	6.50	0	6.65		Hp				M4:II:
105019	IW Aqr	SRB	6.47	0	6.54		Hp		163.		M4III:
105389	IX Aqr	LB	7.50	0	7.61		Hp				K2
105575	IY Aqr	LB	7.67	0	7.86		Hp				M0
106544	IZ Aqr	LB	6.23	0	6.47		Hp				M3
108562	KK Aqr	LB	7.90	0	8.23		Hp				M2III
108844	KL Aqr	LB	8.33	0	9.07		Hp				M8
108909	KM Aqr	LB:	8.13	0	8.25		Hp				M0
109201	KN Aqr	LB	6.85	0	7.02		Hp				M3
109382	KO Aqr	LB	8.51	0	8.86		Hp				M0
109395	KP Aqr	LB:	8.03	0	8.15		Hp				M1/M2III
109476	KQ Aqr	RS:	9.45	0	9.57		V		2.43367		A0V
109613	KR Aqr	LB	7.25	0	7.36		Hp				M0
110037	KS Aqr	LB	9.42	0	9.63		Hp				M1
110388	KT Aqr	LB:	7.83	0	7.94		Hp				M0III
110528	KU Aqr	LB	7.7	0	8.6		V				M3III
110707	KV Aqr	E:	6.84	0	7.03		Hp				A1V+G8/K1III
110881	KW Aqr	LB	7.92	0	8.31		Hp				M3III
111162	KX Aqr	EA	8.11	0	8.58	8.47	V	52444.834	2.073225	10	F8/G0V
111315	KY Aqr	LB:	8.81	0	8.94		Hp				K5
111365	KZ Aqr	LB:	8.05	0	8.15		Hp				M1
111454	LL Aqr	EA	9.23	0	9.86	9.59	V	48762.552	20.1784		G0
111581	LM Aqr	LB	8.19	0	8.39		Hp				M0
111606	LN Aqr	BY:	10.86	0	11.30		Hp				K:
111647	LO Aqr	IB:	7.44	0	7.59		Hp				F0
112078	LP Aqr	LB	6.30	0	6.64		Hp				M0
112420	LQ Aqr	LB	6.71	0	6.78		Hp				M0
114094	LR Aqr	LB	8.7	0	9.3		V				M3III:
114426	LS Aqr	SRD:	8.33	0	8.61		V		269.		G6/G8Ib
115657	LT Aqr	LB	7.96	0	8.13		Hp				M3
115844	LU Aqr	SRD	7.39	0	7.54		Hp		14.9		K3III
117738	LV Aqr	SR	7.53	0	7.75		Hp		34.32		M2III
117747	LW Aqr	LB	7.24	0	7.46		Hp				M4III
102935	NP Aqr	EB	7.59	0	7.69	7.64	V	47985.661	0.806982		F0V
104456	NR Aqr	SRS:	7.56	1	0.02		V		12.08		K5III
105066	NS Aqr	BY	8.08	1	0.02		V		13.78		K0V
109110	NT Aqr	BY	7.57	1	0.06		V		10.29		G0V
111726	NU Aqr	LB:	8.72	1	0.02		V				K0III
111870	NV Aqr	BY	7.74	1	0.02		V		6.20		G8/K0V
115527	NX Aqr	BY:	7.62	1	0.02		V				G5V
104743	OR Aqr	EA	7.94	0	8.11	7.97	V	47977.020	11.42365	03	F0V
115675	OV Aqr	EA	8.72	0	8.98		V	48635.393	21.66595	02	F2V
112961	λ Aqr	LB	3.57	0	3.80		V				M2.5IIIa
108874	ο Aqr	GCAS	4.68	0	4.89		V				B7IVe-sh
110672	π Aqr	GCAS	4.42	0	4.87		V				B1Ve
114939	χ Aqr	SRB:	4.75	0	5.10		V		35.250		M3III
93820	R Aql	M	5.3	0	12.0		V	55337.	269.84	43	M5e-M9IIIe
99503	S Aql	SRB	8.9	0	12.2		V		147.0		M3e-M5.5e
95820	U Aql	DCEP	6.03	0	6.83		V	47755.25	7.024049	26	F5I-II-G1
93666	V Aql	SRB	6.6	0	8.4		V		400.		C5,4-C6,4(N6)
93867	Y Aql	EB:	5.05	0	5.07	5.06	Hp	48196.99	1.30211		B7V
98220	RR Aql	M	8.2	0	15.0		V	54842.	396.1	30	M6e-M9
96580	RT Aql	M	7.5	0	14.5		V	55406.	326.4	41	M6e-M9p(S)
93681	SZ Aql	DCEP	7.94	0	9.20		V	54708.60	17.141247	31	F7-K1
93990	TT Aql	DCEP	6.52	0	7.65		V	48515.20	13.754912	33	F6-G5
94605	TY Aql	ACV:	10.86	0	10.96		V				A1p(Si)
101162	TZ Aql	LB	7.84	0	8.48		Hp				M6
93158	UV Aql	SRA:	8.1	0	10.2		V	54768.	358.0		C5,4-5(N4)
97465	WX Aql	LB	9.3	0	10.3		V				M6
101453	CH Aql	RRAB	12.57	0	14.3		V	53182.791	0.389188		
93124	FF Aql	DCEPS	5.18	0	5.68		V	36792.539	4.470881	48	F5Ia-F8Ia
94094	FM Aql	DCEP	7.90	0	8.64		V	52540.602	6.114290	28	F5-F9Ia
94402	FN Aql	DCEPS	8.11	0	8.70		V	54743.59	9.48164	44	F8-G2
97586	GY Aql	M	8.0	0	15.		V	52168.	465.0		M6III:e-M8
98553	KL Aql	DCEP	9.80	0	10.56		V	43338.695	6.108015	23	F6Iab-G6
101156	KN Aql	SRB	8.52	0	9.35		V		154.		M5e
92177	KO Aql	EA	8.33	0	9.43		V	54357.615	2.8640668	12	A0V-A3V
96637	LU Aql	SRB	8.7	0	9.6		V		109.		M4-M5
97184	NO Aql	SRA	9.3	0	11.5		V	52755.	74.6	31	M4e
98270	PX Aql	SRB	9.4	0	11.7		V		141.8		M5
96840	QS Aql	EA	5.93	0	6.06	5.97	V	54726.618	2.513307	17	B5V
99309	QY Aql	EA	10.90	0	14.2	11.07	V	55794.4802	7.229484	12	F0
93399	V336 Aql	DCEP	9.45	0	10.24		V	54683.63	7.30417	29	F5-G2
101356	V341 Aql	RRAB	10.13	0	11.40		V	54770.517	0.5780232	13	A6-F5
94774	V342 Aql	EA	9.5	0	12.9		p	55333.5445	3.390911	14	A4II
96349	V417 Aql	EW	10.53	0	11.13	11.12	V	55795.535	0.3703137		G2V
96204	V450 Aql	LB:	6.30	0	6.65		V				M5/5.5III
93063	V493 Aql	DCEP	10.62	0	11.36		V	52554.54	2.987768	25	
94004	V496 Aql	DCEPS	7.56	0	7.98		V	54974.79	6.807148	37	G5
98675	V572 Aql	CEP	10.92	0	11.43		V	53187.76	3.76733	45	
93502	V599 Aql	EB:	6.68	0	6.73	6.72	Hp	48312.60	1.84586		B2V+B8
95118	V600 Aql	DCEP	9.71	0	10.40		V	53863.83	7.238762	32	F6-G0
92316	V603 Aql	NA+XM:	-1.4	0	12.15		V	21755.			pec(Nova)
93809	V805 Aql	EA	7.60	0	8.25	7.95	V	52414.779	2.4082369	09	A2+A7
96007	V822 Aql	EA	6.96	0	7.61	7.19	V	54697.720	5.2950786		B2.5V
93751	V843 Aql	EA	9.8	0	10.3	10.1	V	54626.694	9.024282		B9
100599	V865 Aql	M	9.6	0	12.8		V	54697.	367.5		M6-M7(S7,5e:)
92787	V913 Aql	SRB	7.0	0	8.0		V		55.2		M5III
95929	V923 Aql	BE	5.98	0	6.18		V				B7IIIn+shell
97794	V1162 Aql	DCEP	7.54	0	8.05		V	46958.1995	5.376277	30	G5
97991	V1165 Aql		10.86	0	10.96		V				
92865	V1182 Aql	EB	8.55	0	8.74	8.69	V	53210.7055	1.62188796		O8Vnn
94982	V1208 Aql	DSCTC	5.51	0	5.56		V		0.149663		F0III
92871	V1285 Aql	UV	10.7	0	12.86		U				M2Ve
93179	V1286 Aql	ACVO	5.83	0	5.96		V		6.05		A7Vp(Sr-Eu)
94477	V1288 Aql	ACV:	5.06	0	5.16		V				B8II-III
97871	V1291 Aql	ACV	5.61	0	5.67		V		224.5		A6p(Sr-Cr-Eu)
96159	V1293 Aql	SRB	6.34	0	6.84		V		70.		M5III
96196	V1294 Aql	BE	6.78	0	7.29		V				B0.5IVe
98719	V1295 Aql	IA	7.85	0	7.90		Hp				A2IVe
91910	V1331 Aql	EB	7.72	0	8.04	7.93	V	55754.0694	1.36419298		B1V
97607	V1339 Aql	BE	6.22	0	6.53		V				B2.5IVe
99540	V1357 Aql	SXARI	7.83	0	7.89		Hp		20.17		B5-6IIIp
96714	V1379 Aql	RS+E	8.23	0	8.59		V		26.2342		K0III-IV+sdB
98910	V1401 Aql	SRD:	6.18	0	6.55		V		28.4		F1III
93626	V1402 Aql	WR	11.59	1	0.14		B		4.649		WN8
93904	V1403 Aql	ACYG	7.41	1	0.08		V		7.		B3Ia
99101	V1422 Aql	BY	8.09	1	0.10		V		20.		K5
99210	V1423 Aql	RS	7.90	1	0.04		V		5.4		G5V+G5V
94496	V1427 Aql	SRD:	7.83	0	8.23		V		210.		G5Ia-K4I
94761	V1428 Aql	BY:	9.09	0	9.13		V				M3.5Ve
95793	V1431 Aql	DSCT	6.06	1	0.04		v		0.0211		A0Vb
92151	V1434 Aql	LB:	7.56	0	7.68		Hp				M1
92715	V1435 Aql	SRB	7.30	0	7.55		V		45.3		M1
92836	V1436 Aql	E:	9.52	0	11.45		Hp				M0
93215	V1437 Aql	BE	8.99	0	9.10		Hp				B9e
93259	V1438 Aql	DSCTC	7.79	0	7.86		Hp		0.161272		F0
93349	V1439 Aql	EB	7.60	0	7.99	7.93	V	52815.843	8.1497537		B9
93724	V1440 Aql	ELL	8.40	0	8.75		Hp	52443.711	1.8366729		B8
93732	V1441 Aql	EB	6.91	0	7.00	6.96	Hp	48500.205	2.37401		B3V
93773	V1442 Aql	LB:	7.46	0	7.56		Hp				K0
94011	V1443 Aql	GCAS:	8.95	0	9.13		Hp				B9V
94169	V1444 Aql	ACV:	7.93	0	7.99		Hp		4.5149		A0
