1901  |010001 |R     And *|002402.0+383437 |M         |  5.8    |  15.2      |            |V |53820.      |     |   409.2            |38   |S3,5e-S8,8e(M7e) |HIP   00002|
3432  |010104 |CC    And *|004348.0+421656 |DSCT      |  9.19   |   9.46     |            |V |            |     |     0.1249078      |40   |F3IV-V           |02269 HIP  |
63    |010108 |CG    And *|000043.6+451512 |ACV       |  6.32   |   6.42     |            |V |41152.67    |     |     3.73975        |     |B9pSiEu          |69120 HIP  |
8939  |010110 |CI    And *|015508.3+434557 |RRAB      | 11.76   |  12.66     |            |V |51441.803   |     |     0.4847267      |18   |A8               |00001 HIP  |
4639  |010139 |DQ    And *|005934.5+452424 |CWB:      | 11.23   |  12.00     |            |V |51481.584   |     |     3.200635       |23   |K-M              |00001 02546|
3494  |010151 |EG    And *|004437.2+404046 |ZAND      |  6.97   |   7.8      |            |V |            |     |                    |     |M2IIIep          |N0057 DM   |
115036|010163 |ET    And *|231756.0+452920 |ACV       |  6.48   |(  0.03    )|            |V |            |     |     1.618875       |     |B9pSi            |N0063 HIP  |
115743|010166 |EW    And  |232657.4+493059 |LB        | 10.8    |  11.8      |            |p |            |     |                    |     |C7,3(Nb)         |04336 04336|
3362  |010170 |FF    And *|004248.3+353256 |UV+BY     | 12.02   |  12.90     |            |U |            |     |                    |     |M1Ve+M1Ve        |07472 HIP  |
2355  |010196 |GN    And *|003007.4+294506 |DSCTC     |  5.23   |(  0.05    )|            |V |            |     |     0.069304115    |     |A9IV             |N0070 HIP  |
3919  |010197 |GO    And  |005018.3+450008 |ACV       |  6.12   |(  0.04    )|            |V |            |     |     2.5481         |     |A0pSrCrEu        |N0071 HIP  |
4322  |010198 |GP    And *|005518.1+230949 |DSCT      | 10.53   |(  0.6     )|            |V |47005.61456 |     |     0.0786827620   |31   |A3               |N0072 HIP  |
2243  |010200 |GR    And  |002828.6+322616 |ACV       |  6.87   |   6.95     |            |V |            |     |   546.87           |     |A2pSrCrEu        |N0073 HIP  |
1475  |010206 |GX    And *|001822.9+440123 |UV        | 10.30   |  10.85     |            |U |            |     |                    |     |M1Ve             |N0074 09033|
7651  |010207 |GY    And *|013831.8+452359 |ACV       |  6.27   |   6.44     |            |V |            |     |  8000.          :  |     |B9VpCrEu         |N0075 HIP  |
10270 |010208 |GZ    And *|021214.1+443934 |EW        | 10.83   |  11.61     |  11.58     |V |52500.1211  |     |     0.3050169      |     |                 |N0041 06830|
6560  |010214 |HN    And *|012418.7+430832 |ACV       |  6.67   |   6.76     |            |V |            |     |    69.92           |     |A2pSrCrEu        |06992 DM   |
7321  |010244 |KK    And  |013416.6+371414 |ACV       |  5.91   |(  0.012   )|            |V |            |     |     0.6684         |     |B9IVpSi          |07740 HIP  |
116039|010250 |KQ    And  |233043.5+460911 |LB:       |  9.4    |  10.1      |            |p |            |     |                    |     |K5               |05526 05526|
114154|010257 |KX    And *|230706.2+501133 |BE        |  6.88   |   7.28     |            |V |            |     |                    |     |B3pe+K1III       |N0088 HIP  |
114329|010258 |KY    And  |230916.8+493902 |BE        |  6.68   |   6.95 :   |            |V |            |     |                    |     |B3Vne            |N0089 HIP  |
114379|010259 |KZ    And *|230957.4+475730 |BY        |  7.91   |   8.03     |            |V |            |     |     3.03           |     |K2Ve+K2Ve        |N0115 HIP  |
113802|010262 |LN    And *|230245.1+440332 |CST:      |  6.39   |            |            |V |            |     |                    |     |B2V              |N0091 HIP  |
118214|010265 |LQ    And *|235846.4+462448 |BE        |  6.50   |   6.66     |            |V |            |     |     0.309446       |     |B4Ven            |HIP   HIP  |
1799  |010266 |LR    And *|002249.9+292715 |ELL       |  7.10   |   7.15     |   7.14     |V |44854.8800  |     |     1.432321       |     |A3V              |N0093 HIP  |
7493  |010303 |OP    And  |013627.2+484322 |RS:       |  6.27   |   6.41     |            |Hp|            |     |     2.35954        |     |K1III:           |HIP   HIP  |
7951  |010304 |OQ    And  |014207.8+392444 |LB        |  7.64   |   7.73     |            |V |            |     |                    |     |M3III            |68006 HIP  |
115200|010307 |OT    And *|232001.2+414518 |EA        |  7.32   |   7.72     |   7.62     |V |45711.73    |     |    20.85290        |03   |                 |68007 HIP  |
117503|010308 |OU    And  |234941.0+362531 |FKCOM:    |  5.87   |   5.94     |            |V |            |     |    24.2         :  |     |G1IIIe           |N0097 HIP  |
117963|010320 |PV    And  |235537.9+462130 |ACV       |  6.91   |   6.99     |            |V |            |     |     3.5112         |     |B9pSi            |N0101 HIP  |
2865  |010323 |PY    And *|003620.1+271517 |ACV       |  6.02   |(  0.03    )|            |U |            |     |     4.6904         |     |B8IIIpHgMn       |71005 HIP  |
10944 |010324 |PZ    And  |022058.2+500905 |ACV       |  5.59   |(  0.05    )|            |V |            |     |     4.1890         |     |B9VpSi           |N0102 HIP  |
5684  |010329 |QU    And *|011306.1+413916 |RS        |  7.25   |(  0.05    )|            |V |            |     |    21.08           |     |G5IV             |78018 HIP  |
5939  |010330 |QV    And  |011624.5+480456 |ACV       |  6.22   |(  0.05    )|            |U |            |     |     5.229          |     |B9IIIpSi         |67131 HIP  |
116354|010340 |V0340 And  |233437.5+401411 |DSCTC     |  5.69   |(  0.03    )|            |B |            |     |     0.063          |     |A1Vp             |N0104 DM   |
590   |010341 |V0341 And  |000710.2+345114 |LB        |  8.63   |   8.94     |            |Hp|            |     |                    |     |                 |HIP   HIP  |
882   |010343 |V0343 And  |001047.2+321433 |LB        |  7.04   |   7.55     |            |Hp|            |     |                    |     |M2               |HIP   HIP  |
919   |010344 |V0344 And  |001122.4+302659 |BY        |  7.95   |(  0.04    )|            |V |            |     |     6.105          |     |K0V              |78018 HIP  |
988   |010345 |V0345 And  |001215.8+434906 |SRB:      |  7.79   |   7.98     |            |Hp|            |     |    45.13           |     |M4               |HIP   HIP  |
1112  |010346 |V0346 And  |001350.2+365137 |LB:       |  8.98   |   9.10     |            |Hp|            |     |                    |     |K5               |HIP   HIP  |
1110  |010347 |V0347 And  |001349.5+253307 |SRS:      |  9.38   |   9.72     |            |Hp|48510.60    |     |    15.11           |     |M2               |HIP   HIP  |
1233  |010348 |V0348 And *|001517.8+441212 |EA        |  6.75   |   6.90     |            |Hp|48504.070   |     |     5.5392         |     |B9               |HIP   HIP  |
1289  |010349 |V0349 And  |001609.4+475334 |LB:       |  8.81   |   8.93     |            |Hp|            |     |                    |     |M0               |HIP   HIP  |
2054  |010350 |V0350 And  |002602.7+354909 |EA        |  7.56   |   7.63     |            |Hp|47947.413   |     |     1.538824    :  |10   |A3               |HIP   HIP  |
2216  |010351 |V0351 And  |002801.4+270551 |LB        |  9.12   |   9.49     |            |Hp|            |     |                    |     |M5               |HIP   HIP  |
2285  |010352 |V0352 And  |002911.2+445942 |LB:       |  9.01   |   9.13     |            |Hp|            |     |                    |     |M0               |HIP   HIP  |
2384  |010353 |V0353 And  |003026.2+402209 |LB:       |  9.44   |   9.59     |            |Hp|            |     |                    |     |M0               |HIP   HIP  |
2651  |010354 |V0354 And  |003336.8+395303 |SRD:      |  8.65   |   8.78     |            |Hp|            |     |    10.877          |     |K0               |HIP   HIP  |
3454  |010355 |V0355 And *|004411.3+461408 |EA        |  7.69   |   8.0      |   7.9      |V |52295.088   |     |     4.71841        |     |F5               |N0105 HIP  |
3498  |010356 |V0356 And  |004439.0+363609 |LB:       |  9.04   |   9.17     |            |Hp|            |     |                    |     |M1               |HIP   HIP  |
4129  |010357 |V0357 And *|005253.4+383256 |ELL:      |  6.70   |   6.74     |   6.7      |Hp|            |     |     1.66238        |     |A2V              |HIP   HIP  |
4621  |010358 |V0358 And  |005921.9+425104 |LB:       |  8.22   |   8.36     |            |Hp|            |     |                    |     |M2               |HIP   HIP  |
4900  |010359 |V0359 And  |010252.7+470250 |BY:       | 10.89   |  11.31     |            |Hp|            |     |                    |     |M0               |HIP   HIP  |
5002  |010360 |V0360 And  |010404.5+384119 |LB        |  7.05   |   7.23     |            |Hp|            |     |                    |     |M3III            |HIP   HIP  |
5450  |010361 |V0361 And *|010945.3+380728 |DSCTC     |  7.79   |   7.83     |            |Hp|48500.0220  |     |     0.1140500      |     |F0               |HIP   HIP  |
6852  |010362 |V0362 And  |012807.0+422801 |E:        |  8.42   |   8.55     |            |Hp|            |     |    18.518518    :  |     |M0               |HIP   HIP  |
7122  |010363 |V0363 And *|013146.6+360538 |EB        |  9.10   |   9.37     |   9.34     |Hp|48500.3980  |     |     1.27799        |     |A2               |HIP   HIP  |
7205  |010364 |V0364 And  |013250.5+453732 |LB        |  9.21   |   9.31     |            |Hp|            |     |                    |     |K2III            |HIP   HIP  |
7511  |010365 |V0365 And  |013646.7+481856 |DSCTC     |  7.49   |   7.53     |            |Hp|            |     |     0.142816       |     |F0               |HIP   HIP  |
8034  |010366 |V0366 And  |014311.1+483100 |LC        |  6.74   |   6.93     |            |Hp|            |     |                    |     |M2Ib             |HIP   HIP  |
8618  |010367 |V0367 And  |015109.3+380126 |SRS:      |  7.11   |   7.45     |            |Hp|            |     |    24.457       :  |     |M4               |00001 HIP  |
8682  |010368 |V0368 And  |015143.2+390826 |LB        |  9.01   |   9.58     |            |Hp|            |     |                    |     |M8               |HIP   HIP  |
9150  |010369 |V0369 And *|015754.9+473353 |LB:       |  9.07   |   9.18     |            |Hp|            |     |                    |     |M0               |HIP   HIP  |
9234  |010370 |V0370 And  |015844.3+452607 |SRB       |  6.18   |   7.19     |            |Hp|            |     |   228.             |     |M7III            |N0106 HIP  |
9500  |010371 |V0371 And *|020212.9+364301 |BY:       |  8.30   |   8.34     |            |Hp|            |     |     1.4937         |     |G5               |HIP   HIP  |
9740  |010372 |V0372 And *|020518.2+450534 |EA        |  9.05   |   9.53     |   9.37     |Hp|51483.5838  |     |     2.940986       |11   |A5               |00001 HIP  |
9779  |010373 |V0373 And  |020546.2+394535 |DSCTC     |  7.63   |   7.69     |            |Hp|            |     |     0.1128020      |     |F0               |HIP   HIP  |
9867  |010374 |V0374 And  |020657.2+451104 |E:        | 10.30   |  11.55     |            |Hp|            |     |                    |     |M0               |HIP   HIP  |
11785 |010375 |V0375 And  |023206.5+501051 |SRB       |  7.01   |   7.22     |            |Hp|            |     |    54.          :  |     |A0               |00001 HIP  |
12039 |010376 |V0376 And *|023511.6+495137 |EB        |  7.68   |   8.00     |   7.96     |Hp|52500.492   |     |     0.7986720      |     |A0               |N0041 HIP  |
12136 |010377 |V0377 And  |023618.9+401218 |EA        |  7.46   |   7.58     |            |Hp|48700.254   |     |     4.06366     :  |05 : |B9               |00001 HIP  |
113640|010378 |V0378 And  |230054.8+384228 |BE        |  6.47   |   6.64     |            |V |            |     |                    |     |B3Vpe            |N0107 HIP  |
114100|010379 |V0379 And  |230633.0+465525 |IA:       |  7.70   |   7.85     |            |Hp|            |     |                    |     |B3               |HIP   HIP  |
114106|010380 |V0380 And  |230637.0+423927 |LPB       |  7.97   |   8.02     |            |Hp|            |     |     1.37678        |     |B9               |HIP   HIP  |
114305|010381 |V0381 And  |230857.1+385455 |EA        |  7.35   |   7.42     |            |Hp|            |     |                    |     |A0               |HIP   HIP  |
114384|010382 |V0382 And *|230958.0+425009 |EB        |  9.16   |   9.44     |   9.24     |Hp|51402.871   |     |     1.478983       |     |A0               |00001 HIP  |
114850|010383 |V0383 And  |231549.3+423444 |LB:       |  8.35   |   8.46     |            |Hp|            |     |                    |     |M0               |HIP   HIP  |
115504|010384 |V0384 And  |232352.0+490408 |LB:       |  9.22   |   9.41     |            |Hp|            |     |                    |     |M2               |HIP   HIP  |
115530|010385 |V0385 And  |232408.9+413646 |LB        |  6.36   |   6.47     |            |Hp|            |     |                    |     |M0               |HIP   HIP  |
115541|010386 |V0386 And  |232414.9+352947 |LB:       |  9.32   |   9.53     |            |Hp|            |     |                    |     |M0               |HIP   HIP  |
115643|010387 |V0387 And  |232536.1+525846 |LB        |  6.76   |   6.87     |            |Hp|            |     |                    |     |M0               |HIP   HIP  |
115755|010388 |V0388 And  |232707.4+425443 |ACV       |  5.73   |   5.77     |            |Hp|            |     |     1.47931        |     |B9Mn             |N0108 HIP  |
116153|010389 |V0389 And  |233201.3+434921 |EA        |  8.22   |   8.32     |            |Hp|            |     |                    |     |A0               |HIP   HIP  |
116228|010390 |V0390 And  |233256.5+460725 |SRB       |  6.56   |   6.75     |            |Hp|            |     |   303.             |     |M0               |HIP   HIP  |
116411|010391 |V0391 And  |233524.2+364454 |LB        |  9.05   |   9.43     |            |Hp|            |     |                    |     |M2               |HIP   HIP  |
116685|010392 |V0392 And *|233848.7+442445 |EA        |  9.07   |   9.41     |   9.41     |V |48035.107   |     |     4.046275       |06  *|A2               |N0109 HIP  |
116716|010393 |V0393 And *|233912.5+503242 |LB:       | 10.31   |  10.38     |            |Hp|            |     |                    |     |                 |HIP   HIP  |
116870|010394 |V0394 And  |234120.2+465136 |LPB       |  7.40   |   7.42     |            |Hp|            |     |     1.7776         |     |B9               |HIP   HIP  |
117111|010395 |V0395 And *|234432.1+462249 |EW        |  7.55   |   7.62     |   7.61     |Hp|48699.9945  |     |     0.6847         |     |A0               |HIP   HIP  |
117647|010396 |V0396 And  |235133.4+472916 |DSCTC     |  7.92   |   7.95     |            |Hp|            |     |     0.1047310      |     |F0               |HIP   HIP  |
117691|010397 |V0397 And  |235207.5+375101 |LB:       |  8.60   |   8.72     |            |Hp|            |     |                    |     |M5               |HIP   HIP  |
117744|010398 |V0398 And  |235245.1+345819 |LB:       |  8.23   |   8.34     |            |Hp|            |     |                    |     |M2               |HIP   HIP  |
117769|010399 |V0399 And  |235300.1+412045 |LB        |  6.95   |   7.05     |            |Hp|            |     |                    |     |M2III            |HIP   HIP  |
118238|010400 |V0400 And  |235857.8+404732 |E         |  8.57   |   8.65     |            |Hp|            |     |                    |     |A5               |HIP   HIP  |
76    |010401 |V0401 And  |000054.8+324932 |LB:       |  9.04   |   9.14     |            |Hp|            |     |                    |     |M0               |HIP   HIP  |
12056 |010406 |V0406 And *|023525.6+455603 |EB        |  9.22   |   9.42     |   9.39     |V |52500.27    |     |     2.165032       |     |B8               |N0041 HIP  |
117844|010413 |V0413 And *|235404.0+391657 |EA/RS     |  7.61   |   8.46     |            |U |48127.2     |     |    53.             |04   |G0III            |73005 HIP  |
10023 |010419 |V0419 And *|020902.3+393532 |DSCTC     |  9.14   |(  0.04    )|            |B |            |     |     0.054          |     |F0               |76019 HIP  |
2900  |010428 |V0428 And *|003646.4+442919 |SRS       |  5.13   |(  0.06    )|            |V |            |     |    11.5            |     |K5-M0III         |77008 HIP  |
10951 |010436 |V0436 And  |022102.7+425638 |ACV       |  7.23   |   7.29     |            |Hp|            |     |    26.87           |     |B9pCrEuSi        |77022 HIP  |
544   |010439 |V0439 And  |000636.8+290117 |BY        |  6.13   |(  0.04    )|            |V |            |     |     6.23           |     |K0Ve             |78005 DM   |
4983  |010442 |V0442 And  |010353.4+473832 |BE        |  6.63   |   6.92     |            |V |            |     |                    |     |B2IVe            |78019 HIP  |
5521  |010443 |V0443 And  |011041.9+425555 |BY        |  7.66   |(  0.02    )|            |V |            |     |    20.27           |     |K0V              |78018 HIP  |
5944  |010445 |V0445 And  |011629.3+425622 |BY        |  6.61   |(  0.03    )|            |V |            |     |     5.67           |     |G0               |78018 HIP  |
6680  |010446 |V0446 And *|012540.9+470707 |*         |  7.61   |(  0.09    )|            |V |            |     |    64.23           |     |G4III            |78018 HIP  |
10321 |010450 |V0450 And  |021255.0+404006 |BY        |  7.19   |(  0.02    )|            |V |            |     |     7.6         :  |     |G0V              |78018 HIP  |
10339 |010451 |V0451 And  |021313.3+403027 |BY        |  7.35   |(  0.03    )|            |V |            |     |     7.52           |     |G0V              |78018 HIP  |
115331|010453 |V0453 And  |232136.5+440552 |BY        |  7.36   |(  0.04    )|            |V |            |     |     7.489          |     |K1V              |78018 HIP  |
116613|010454 |V0454 And  |233758.5+461158 |BY        |  6.58   |(  0.02    )|            |V |            |     |     7.5         :  |     |G3/4V            |77119 HIP  |
1030  |010470 |V0470 And  |001250.3+374137 |LPB       |  6.66   |   6.70     |            |Hp|            |     |     2.74725        |     |B2V              |80019 HIP  | NL80_1
6794  |010529 |V0529 And *|012726.7+410604 |GDOR+DSCT |  6.48   |   6.51     |            |Hp|            |     |     0.40331        |     |A7Vm             |80161 HIP  | NL80_1
677   |019001 |alf   And *|000823.3+290526 |ACV:      |  2.06   |(  0.04    )|            |V |            |     |     0.966222       |     |B8IVpHgMn        |08030 HIP  |
3693  |019006 |zet   And *|004720.3+241602 |ELL/RS    |  3.92   |   4.14     |            |V |32761.016   |     |    17.769586       |     |K1IIe            |N0112 HIP  |
116584|019011 |lam   And *|233733.8+462729 |RS        |  3.65   |   4.05     |            |V |43832.8     |     |    53.95           |     |G8III-IV         |N0113 HIP  |
113726|019015 |omi   And *|230155.3+421934 |GCAS      |  3.55   |   3.78     |            |V |            |     |                    |     |B6IIIpe+A2p      |N0107 HIP  |
49784 |020001 |R     Ant  |100945.5-374356 |CST       |  7.65   |            |            |V |            |     |                    |     |A0V              |01113 CoD  |
46810 |020002 |S     Ant *|093218.4-283740 |EW        |  6.27   |   6.83     |   6.80     |V |52627.7968  |     |     0.6483489      |     |F3V              |00001 CoD  |
46924 |020003 |T     Ant *|093350.9-363657 |DCEP      |  8.88   |   9.82     |            |V |36120.608   |     |     5.898053       |22   |F6Iab            |N0027 CoD  |
51821 |020004 |U     Ant  |103512.9-393345 |LB        |  8.8    |   9.7      |            |p |            |     |                    |     |C5,3(Nb)         |06258 CoD  |
50697 |020005 |V     Ant *|102109.1-344719 |M         |  8.2    |  14.0      |            |V |52772.      |     |   303.             |     |M7IIIe           |01113 06286|
49524 |020007 |X     Ant  |100642.2-300438 |M         |  8.8    |  14.0      |            |V |53458.      |     |   164.1            |     |M2-M6e           |N0002 02452|
47076 |020010 |RR    Ant  |093538.9-395413 |LB        |  8.0    |   8.8      |            |V |            |     |                    |     |M6III            |00016 CoD  |
50289 |020047 |WY    Ant *|101605.0-294342 |RRAB      | 10.27   |  11.22     |            |V |48500.5339  |     |     0.574341       |15   |A5-F4            |HIP   06286|
48188 |020049 |XX    Ant *|094924.7-382057 |EA        |  8.60   |   9.23     |   9.23     |V |53413.7871  |     |     0.888014       |20   |A8/F0V           |N0009 CoD  |
49118 |020052 |YY    Ant  |100130.6-380528 |LB        |  8.74   |   9.4      |            |V |            |     |                    |     |M3/4III          |00001 CoD  |
49950 |020056 |AB    Ant  |101153.8-351929 |LB        |  6.6    |   7.1      |            |V |            |     |                    |     |C6,3(N0)         |00001 CoD  |
50456 |020061 |AG    Ant *|101807.6-285931 |*         |  5.29   |   5.83     |            |V |            |     |   429.             |     |B9.5Ib-II        |N0018 CoD  |
53227 |020062 |AH    Ant  |105314.9-325919 |SRD       |  8.40   |   8.7      |            |V |            |     |    83.             |     |K2III            |00001 CoD  |
47018 |020064 |AK    Ant  |093456.5-285239 |DSCTC     |  8.80   |(  0.03  b )|            |V |            |     |     0.066          |     |A2II/III(w)      |73012 CoD  |
46521 |020065 |AL    Ant  |092918.1-334021 |LB        |  7.40   |   7.78     |            |V |            |     |                    |     |M2/M3III         |HIP   HIP  |
46833 |020066 |AM    Ant  |093235.1-335950 |ACV       |  9.31   |   9.38     |            |Hp|            |     |     4.8910         |     |Ap(Si)           |HIP   HIP  |
46845 |020067 |AN    Ant *|093244.3-371335 |EB        |  8.21   |   8.34     |   8.26     |V |52974.8389  |     |     3.681309       |     |F0/F2IV          |00001 HIP  |
47467 |020068 |AO    Ant  |094034.9-363214 |LB        |  8.6    |   9.0      |            |V |            |     |                    |     |M0               |HIP   HIP  |
49375 |020069 |AP    Ant  |100449.0-281119 |ACV       |  6.93   |   6.99     |            |Hp|            |     |    18.201          |     |Ap(Eu-Cr)        |HIP   HIP  |
49960 |020070 |AQ    Ant  |101200.9-332725 |LB        |  9.06   |   9.22     |            |Hp|            |     |                    |     |K5               |HIP   HIP  |
50160 |020071 |AR    Ant  |101421.0-380914 |LB        |  9.30   |   9.48     |            |Hp|            |     |                    |     |M2/M3            |HIP   HIP  |
50256 |020072 |AS    Ant  |101542.7-312852 |LB:       |  8.29   |   8.39     |            |Hp|            |     |                    |     |K5III            |HIP   HIP  |
50268 |020073 |AT    Ant  |101550.7-321034 |SRA       |  8.1    |   8.6      |            |V |53497.      |     |    45.3            |     |M4III            |00001 HIP  |
51112 |020074 |AU    Ant  |102634.7-344203 |SRB       |  8.30   |   8.64     |            |V |            |     |    30.3            |     |M3III            |N0002 HIP  |
51175 |020075 |AV    Ant  |102710.0-371247 |SRB       |  7.5    |   8.3      |            |V |            |     |    84.             |     |M4III            |00001 HIP  |
51847 |020076 |AW    Ant  |103532.4-362312 |SRD:      |  8.6    |   9.5      |            |V |            |     |   700.          :  |     |G5               |00001 HIP  |
51924 |020077 |AX    Ant  |103624.9-314959 |LB        |  8.53   |   8.70     |            |V |            |     |                    |     |K5               |HIP   HIP  |
52239 |020078 |AY    Ant  |104020.8-395603 |SRD       |  9.64   |  10.06     |            |V |            |     |    53.5            |     |Kp               |00001 HIP  |
52567 |020079 |AZ    Ant  |104450.7-352039 |DSCTC     |  7.93   |   7.96     |            |Hp|            |     |     0.1053030      |     |A5/7V            |HIP   HIP  |
53078 |020080 |BB    Ant  |105133.1-343216 |SRB       |  8.1    |   9.0      |            |V |            |     |   125.             |     |M6III            |00001 HIP  |
53325 |020081 |BC    Ant  |105426.1-333009 |LB        |  8.85   |   9.09     |            |V |            |     |                    |     |K5               |HIP   HIP  |
48776 |020084 |BF    Ant  |095654.1-272831 |DSCTC     |  6.32   |(  0.01    )|            |V |            |     |                    |     |A4V              |78024 CoD  |
73223 |030001 |R     Aps  |145753.0-763946 |CST:      |  5.38   |            |            |V |            |     |                    |     |K4III:           |      HIP  |
74179 |030002 |S     Aps  |150924.5-720345 |RCB       |  9.6    |  17.       |            |V |            |     |                    |     |C(R3)            |      HIP  |
75707 |030004 |U     Aps  |152801.0-755547 |SRB       |  8.1    |   8.9      |            |V |            |     |   217.             |     |C(Nb)            |00001 HIP  |
72444 |030032 |TY    Aps *|144850.0-711942 |RRAB      | 11.1    |  12.5      |            |V |53484.762   |     |     0.5016957      |18   |A8-F6            |00001 HIP  |
85473 |030049 |XX    Aps  |172802.1-692022 |M         | 10.1    |  13.2      |            |V |54309.      |     |   161.0            |     |Me               |00001 HIP  |
72721 |030051 |XZ    Aps  |145205.4-794047 |RRAB      | 11.6    |  12.6      |            |V |53472.7513  |     |     0.587266       |16   |                 |00001 HIP  |
85095 |030145 |DW    Aps  |172330.0-675545 |EA        |  8.86   |   9.96     |   8.95     |V |53542.8121  |     |     2.3129485      |14   |B6III            |00001 HIP  |
76011 |030289 |NN    Aps  |153127.1-710344 |ACV       |  6.86   |   6.93     |            |V |            |     |     4.4916         |     |B8pSiCrFe        |N0314 HIP  |
85760 |030290 |NO    Aps  |173127.5-805133 |SR        |  5.71   |   5.95     |            |V |            |     |    24.9         :  |     |M3III            |00001 HIP  |
69451 |030291 |NP    Aps  |141310.9-732535 |SRB       |  8.3    |   8.8      |            |V |            |     |    57.2            |     |M4III            |00001 HIP  |
69850 |030292 |NQ    Aps  |141743.3-760518 |LB        |  7.20   |   7.43     |            |V |            |     |                    |     |M3III            |00001 HIP  |
