103545|DV    Aqr|EB       |  5.89 |0|  6.25|0|52500.21  |     1.575529   |  |A9IV            
111452|EE    Aqr|EB       |  7.91 |0|  8.55|0|52500.055 |     0.50899582 |  |F0V             
103261|EM    Aqr|DSCTC    |  6.55 |1|  0.03|0|          |     0.1024746  |  |A9Vn            
102624|EN    Aqr|LB       |  4.41 |1|  0.06|0|          |                |  |M3III           
107516|EP    Aqr|SRB      |  6.37 |0|  6.82|0|          |    55.         |  |M8III           
114017|ER    Aqr|LB       |  7.14 |0|  7.81|0|          |                |  |M3III           
117629|ET    Aqr|ACV      |  5.12 |0|  5.21|0|          |     3.735239   |  |B9pSiCrSr       
104634|EW    Aqr|DSCTC    |  6.41 |0|  6.48|0|          |     0.0968946  |  |A8III           
110616|FI    Aqr|ACV      |  7.49 |0|  7.52|0|          |     4.689      |  |B9pSi           
112615|FM    Aqr|DSCTC    |  6.16 |0|  6.19|0|          |     0.087      |  |A9III-IV        
103899|FN    Aqr|DSCTC    |  7.34 |1|  0.01|0|          |                |  |F5III           
113031|HI    Aqr|ACV:     |  5.80 |1|  0.01|0|          |     3.40       |  |B9pHgMn         
101926|IM    Aqr|LB       |  7.81 |0|  7.97|1|          |                |  |M1              
102777|IP    Aqr|LB       |  7.70 |0|  7.86|1|          |                |  |M0              
102770|IQ    Aqr|SRB      |  6.02 |0|  6.58|1|          |   384.6        |  |M3              
103026|IR    Aqr|LB       |  7.73 |0|  7.92|1|          |                |  |M4III:          
103447|IS    Aqr|LB       |  7.77 |0|  7.89|1|          |                |  |M0              
103769|IT    Aqr|SR       |  7.10 |0|  7.25|1|          |                |  |M0              
103851|IU    Aqr|LB       |  6.46 |0|  6.64|1|          |                |  |M3              
104279|IV    Aqr|LC       |  6.50 |0|  6.65|1|          |                |  |M4:II:          
105019|IW    Aqr|SRB      |  6.47 |0|  6.54|1|          |   163.         |  |M4III:          
105389|IX    Aqr|LB       |  7.50 |0|  7.61|1|          |                |  |K2              
105575|IY    Aqr|LB       |  7.67 |0|  7.86|1|          |                |  |M0              
106544|IZ    Aqr|LB       |  6.23 |0|  6.47|1|          |                |  |M3              
108562|KK    Aqr|LB       |  7.90 |0|  8.23|1|          |                |  |M2III           
109201|KN    Aqr|LB       |  6.85 |0|  7.02|1|          |                |  |M3              
109613|KR    Aqr|LB       |  7.25 |0|  7.36|1|          |                |  |M0              
110388|KT    Aqr|LB:      |  7.83 |0|  7.94|1|          |                |  |M0III           
110528|KU    Aqr|LB       |  7.7  |0|  8.6 |0|          |                |  |M3III           
110707|KV    Aqr|E:       |  6.84 |0|  7.03|1|          |                |  |A1V+G8/K1III    
110881|KW    Aqr|LB       |  7.92 |0|  8.31|1|          |                |  |M3III           
111647|LO    Aqr|IB:      |  7.44 |0|  7.59|1|          |                |  |F0              
112078|LP    Aqr|LB       |  6.30 |0|  6.64|1|          |                |  |M0              
112420|LQ    Aqr|LB       |  6.71 |0|  6.78|1|          |                |  |M0              
115657|LT    Aqr|LB       |  7.96 |0|  8.13|1|          |                |  |M3              
115844|LU    Aqr|SRD      |  7.39 |0|  7.54|1|          |    14.9        |  |K3III           
117738|LV    Aqr|SR       |  7.53 |0|  7.75|1|          |    34.32       |  |M2III           
117747|LW    Aqr|LB       |  7.24 |0|  7.46|1|          |                |  |M4III           
118002|LX    Aqr|SRB      |  7.29 |0|  7.38|1|          |   312.         |  |M2III           
102935|NP    Aqr|EB       |  7.59 |0|  7.69|0|47985.661 |     0.806982   |  |F0V             
104456|NR    Aqr|SRS:     |  7.56 |1|  0.02|0|          |    12.08       |  |K5III           
109110|NT    Aqr|BY       |  7.57 |1|  0.06|0|          |    10.29       |  |G0V             
111870|NV    Aqr|BY       |  7.74 |1|  0.02|0|          |     6.20       |  |G8/K0V          
115527|NX    Aqr|BY:      |  7.62 |1|  0.02|0|          |                |  |G5V             
104743|OR    Aqr|EA       |  7.94 |0|  8.11|0|47977.020 |    11.42365    |03|F0V             
112961|lam   Aqr|LB       |  3.57 |0|  3.80|0|          |                |  |M2.5IIIa        
108874|omi   Aqr|GCAS     |  4.68 |0|  4.89|0|          |                |  |B7IVe-sh        
110672|pi.   Aqr|GCAS     |  4.42 |0|  4.87|0|          |                |  |B1Ve            
114939|khi   Aqr|SRB:     |  4.75 |0|  5.10|0|          |    35.250      |  |M3III           
93820 |R     Aql|M        |  5.5  |0| 12.0 |0|43458.    |   284.2        |42|M5e-M9e         
95820 |U     Aql|DCEP     |  6.08 |0|  6.86|0|34922.31  |     7.02393    |30|F5I-II-G1       
93666 |V     Aql|SRB      |  6.6  |0|  8.4 |0|          |   353.         |  |C5,4-C6,4(N6)   
93867 |Y     Aql|E/KE     |  5.02 |1|  0.04|2|38607.445 |     1.30227    |  |B8III-V         
98220 |RR    Aql|M        |  7.8  |0| 14.5 |0|41764.    |   394.78       |30|M6e-M9          
96580 |RT    Aql|M        |  7.6  |0| 14.5 |0|43290.    |   327.11       |42|M6e-M8e(S)      
93681 |SZ    Aql|DCEP     |  7.92 |0|  9.26|0|35528.937 |    17.137939   |37|F7-K1           
93990 |TT    Aql|DCEP     |  6.46 |0|  7.70|0|37236.10  |    13.7546     |34|F6-G5           
93124 |FF    Aql|DCEPS    |  5.18 |0|  5.68|0|41576.428 |     4.470916   |48|F5Ia-F8Ia       
94094 |FM    Aql|DCEP     |  7.89 |0|  8.66|0|35151.723 |     6.11423    |30|F5-F9Ia         
94402 |FN    Aql|DCEPS    |  7.96 |0|  8.75|0|36804.603 |     9.48151    |49|F8-G2           
96840 |QS    Aql|EA/SD    |  5.93 |0|  6.06|0|40443.489 |     2.513294   |17|B5V             
96204 |V0450 Aql|SRB      |  6.30 |0|  6.65|0|31320.    |    64.20       |52|M5III-M8III     
94004 |V0496 Aql|DCEPS    |  7.59 |0|  7.98|0|36017.062 |     6.80703    |33|G5              
93502 |V0599 Aql|EB/KE:   |  6.67 |0|  6.75|0|21836.539 |     1.849084   |  |B2V+B8          
93809 |V0805 Aql|EA/DM    |  7.58 |0|  8.22|0|27927.8470|     2.4082337  |11|A2+A7           
96007 |V0822 Aql|EB/DM    |  6.87 |0|  7.44|0|42577.333 |     5.294950   |  |B5+B8:V         
95929 |V0923 Aql|GCAS     |  6.04 |1|  0.12|0|          |                |  |B5.5IIIpe-B8V   
94982 |V1208 Aql|DSCTC    |  5.51 |0|  5.56|0|          |     0.149663   |  |F0III           
93179 |V1286 Aql|ACV      |  5.83 |0|  5.93|0|41517.4   |     6.05       |  |A4p(Eu-Cr-Sr)   
94477 |V1288 Aql|ACV      |  5.06 |0|  5.16|0|44099.23  |     1.73       |  |B8II-IIIp(Hg:)  
97871 |V1291 Aql|ACV      |  5.61 |0|  5.67|0|32323.    |   224.5        |  |A5p(Sr-Cr-Eu)   
96196 |V1294 Aql|GCAS     |  6.82 |0|  7.23|0|          |                |  |B0.5IV          
98719 |V1295 Aql|*        |  7.87 |1|  0.02|0|          |                |  |A0ep            
91910 |V1331 Aql|EB/KE:   |  7.7  |0|  8.05|0|42610.070 |     1.364209   |  |B1V             
97607 |V1339 Aql|GCAS:    |  6.33 |0|  6.52|0|          |                |  |B2.5IVe         
99540 |V1357 Aql|SXARI    |  7.94 |1|  0.04|0|44084.32  |    19.5        |  |B5p             
98910 |V1401 Aql|SRD      |  6.18 |0|  6.55|0|          |                |  |                
93904 |V1403 Aql|ACYG     |  7.41 |1|  0.08|0|          |                |  |                
99210 |V1423 Aql|RS       |  7.8  |1|  0.04|0|          |                |  |                
95793 |V1431 Aql|ACVO:    |  6.06 |1|  0.04|0|          |                |  |                
92151 |V1434 Aql|LB:      |  7.56 |0|  7.68|1|          |                |  |                
92715 |V1435 Aql|LB:      |  7.32 |0|  7.46|1|          |                |  |                
93259 |V1438 Aql|DSCTC    |  7.79 |0|  7.86|1|          |                |  |                
93349 |V1439 Aql|EB:      |  7.68 |0|  7.98|1|          |                |  |                
93732 |V1441 Aql|EB       |  6.91 |0|  7.00|1|          |                |  |                
93773 |V1442 Aql|LB:      |  7.46 |0|  7.56|1|          |                |  |                
94169 |V1444 Aql|ACV:     |  7.93 |0|  7.99|1|          |                |  |                
94588 |V1447 Aql|LPB:     |  7.34 |0|  7.44|1|          |                |  |                
94596 |V1448 Aql|BE:      |  7.92 |0|  8.09|1|          |                |  |                
95049 |V1451 Aql|LB       |  6.83 |0|  6.99|1|          |                |  |                
95082 |V1452 Aql|CEP:     |  7.75 |0|  7.85|1|          |                |  |                
97787 |V1466 Aql|BE:      |  6.50 |0|  6.56|1|          |                |  |                
98826 |V1470 Aql|E        |  7.83 |0|  7.93|1|          |                |  |                
98954 |V1472 Aql|E:       |  6.38 |0|  6.54|1|          |                |  |                
99250 |V1473 Aql|LPB:     |  7.15 |0|  7.21|1|          |                |  |                
99456 |V1474 Aql|LB       |  7.39 |0|  7.65|1|          |                |  |                
99533 |V1475 Aql|LB       |  7.11 |0|  7.26|1|          |                |  |                
99983 |V1481 Aql|LB       |  7.24 |0|  7.56|1|          |                |  |                
100550|V1482 Aql|SRB      |  6.96 |0|  7.09|1|          |                |  |                
100926|V1483 Aql|LB:      |  6.83 |0|  7.00|1|          |                |  |                
98698 |V1654 Aql|BY       |  7.48 |1|  0.04|0|          |                |  |                
95453 |V1691 Aql|DSCTC    |  6.82 |1|  0.04|2|          |     0.0781     |  |A9V             
99711 |V1703 Aql|BY       |  7.79 |1|  0.03|0|          |    23.98       |  |K2V             
92837 |V1709 Aql|GDOR     |  7.43 |0|  7.49|1|          |     0.78666    |  |F5              
97649 |alf   Aql|DSCT     |  0.77 |1|  0.00|0|          |     0.06342    |  |A7IV/V          
97804 |eta   Aql|DCEP     |  3.48 |0|  4.39|0|36084.656 |     7.176641   |32|F6Ib-G4Ib       
96665 |sig   Aql|EB/DM    |  5.14 |1|  0.2 |0|22486.797 |     1.95026    |  |B3V+B3V         
81589 |R     Ara|EA       |  6.17 |0|  7.32|0|47386.1200|     4.42522    |14|B9Vp            
86306 |V0535 Ara|EW       |  7.17 |0|  7.75|0|39292.9351|     0.62930098 |  |A8V             
87314 |V0539 Ara|EA+LPB   |  5.71 |0|  6.24|0|48753.440 |     3.169094   |11|B2V+B3V         
86628 |V0626 Ara|LB       |  6.23 |0|  6.46|0|          |                |  |M3III           
85467 |V0750 Ara|BE       |  6.62 |0|  6.68|0|          |                |  |B35e            
84586 |V0824 Ara|RS       |  6.63 |0|  6.97|0|          |     1.681652   |  |G5IV+K0V-IV     
83323 |V0828 Ara|BE       |  6.11 |0|  6.24|0|          |                |  |B2IVe           
84311 |V0829 Ara|ELL:     |  6.09 |0|  6.20|0|          |    80.         |  |                
88743 |V0832 Ara|RS       |  7.08 |0|  7.16|0|          |    34.6        |  |G8-K0III-IIp    
81376 |V0840 Ara|LB       |  6.83 |0|  6.91|1|          |                |  |M2/M3III        
81700 |V0842 Ara|SRB      |  8.0  |0|  8.7 |0|          |   166.         |  |                
82335 |V0843 Ara|ACV      |  7.78 |0|  7.82|1|48502.3182|     2.57281    |  |Ap(Si)          
82868 |V0846 Ara|BE       |  6.27 |0|  6.37|1|          |                |  |B3Vnpe          
82985 |V0847 Ara|LPB      |  6.50 |0|  6.53|1|          |     0.94213    |  |B5III           
83618 |V0850 Ara|LB       |  7.87 |0|  8.03|1|          |                |  |M3III           
83802 |V0851 Ara|EB       |  6.93 |0|  6.98|1|48500.2098|     0.617372   |  |A7III           
83943 |V0852 Ara|EA       |  7.75 |0|  8.10|1|48500.410 |     3.7400     |09|B8V             
84105 |V0854 Ara|LB       |  5.87 |0|  5.99|1|          |                |  |M1/M2III        
84148 |V0855 Ara|LB       |  7.25 |0|  7.35|1|          |                |  |M4III           
85435 |V0859 Ara|LC       |  7.02 |0|  7.14|1|          |                |  |M2II            
85553 |V0860 Ara|LB       |  7.17 |0|  7.30|1|          |                |  |M2/M3III        
85751 |V0862 Ara|BE:      |  5.92 |0|  6.04|1|          |                |  |B7II/III        
85820 |V0863 Ara|SRB      |  7.47 |0|  8.15|1|          |   294.         |  |M4/5+A2/3V      
85895 |V0864 Ara|BE       |  6.97 |0|  7.09|1|          |                |  |B7:Vnnpe        
85968 |V0865 Ara|SRS      |  7.55 |0|  7.70|0|          |    27.8        |  |M3/4III         
86200 |V0866 Ara|ACV:     |  7.68 |0|  7.74|1|          |                |  |Ap(Si-Cr)       
86658 |V0867 Ara|EW       |  7.40 |0|  7.60|0|52764.7376|     0.4937123  |  |A0/A1IV         
87302 |V0868 Ara|BE       |  7.57 |0|  7.63|1|          |    22.568      |  |B6Vne           
88491 |V0869 Ara|LC       |  7.64 |0|  7.83|1|          |                |  |M2Ib/II         
81650 |V0872 Ara|GDOR:    |  6.37 |0|  6.39|1|          |     0.4266     |  |                
83603 |V0873 Ara|ACYG     |  7.17 |0|  7.23|1|          |     3.08       |  |                
81604 |V0882 Ara|EA       |  7.61 |0|  7.80|0|48180.587 |    20.9659     |03|A2IV            
85792 |alf   Ara|BE       |  2.79 |0|  3.13|0|          |     0.9807     |  |B2Vne           
85079 |iot   Ara|BE       |  5.18 |0|  5.26|0|          |     0.5565     |  |B2IIIne         
10576 |R     Ari|M        |  7.1  |0| 14.3 |0|53640.    |   185.67       |47|M3e-M6e         
13092 |T     Ari|M        |  7.3  |0| 11.5 |0|52600.    |   340.         |49|M6e-M8e         
8993  |RR    Ari|CST:     |  5.76 |0|      |0|          |                |  |K0III           
13654 |RZ    Ari|SRB      |  5.45 |0|  6.01|0|          |    56.5        |  |M6III           
14893 |SX    Ari|SXARI    |  5.75 |0|  5.81|0|          |     0.727902   |  |B9pSi           
11678 |UU    Ari|DSCTC    |  6.10 |0|  6.15|0|          |     0.0676     |  |A9V             
12832 |UV    Ari|DSCTC    |  5.18 |0|  5.22|0|          |     0.0355     |  |A7III-IV        
14514 |UW    Ari|CST:     |  6.11 |0|      |0|          |                |  |B1.5V           
16042 |UX    Ari|RS       |  6.36 |0|  6.70|0|          |                |  |G5V+K0IV        
8619  |VV    Ari|DSCTC    |  6.69 |0|  6.73|0|          |     0.0764     |  |F0III           
11390 |VW    Ari|DSCT     |  6.64 |0|  6.76|0|          |     0.1606     |  |F0IV            
13118 |VY    Ari|RS       |  6.68 |0|  7.15|0|          |    16.1996     |  |K3-4IV-V        
13121 |VZ    Ari|ACV      |  5.82 |0|  5.89|0|          |                |  |A0V             
15506 |XX    Ari|ACV      |  7.33 |0|  7.42|0|          |     2.4997     |  |B9VSiCr         
9963  |AC    Ari|SRB      |  7.08 |0|  7.28|0|          |    32.         |  |M1              
10701 |AD    Ari|EB       |  7.40 |0|  7.47|0|53330.654 |     0.53972    |  |F0              
10964 |AE    Ari|LB       |  7.4  |0|  7.8 |0|          |                |  |                
11035 |AF    Ari|EA:      |  6.71 |0|  6.99|1|48081.59  |                |  |G2IV            
12468 |AK    Ari|LB:      |  7.87 |0|  8.02|0|          |                |  |M1              
12731 |AM    Ari|SRB      |  7.18 |0|  7.38|0|          |    55.         |  |M1              
13645 |AO    Ari|LB:      |  6.81 |0|  6.93|1|          |                |  |M0              
14433 |AQ    Ari|SRS:     |  7.14 |0|  7.27|1|          |     4.17       |  |M1III           
15361 |AR    Ari|DSCT     |  7.87 |0|  7.98|1|          |     0.1770392  |  |F0              
15939 |AS    Ari|LB:      |  7.86 |0|  8.02|1|          |                |  |M1              
10155 |AV    Ari|SRS      |  5.67 |0|  5.74|0|          |     5.0320     |  |M3III           
12600 |AY    Ari|SRD:     |  6.82 |1|  0.02|0|          |                |  |K0IV            
10218 |AZ    Ari|BY       |  7.33 |1|  0.02|0|          |     8.98       |  |G5V             
13081 |BC    Ari|BY       |  7.56 |1|  0.02|0|          |                |  |K1V             
8832  |gam   Ari|ACV      |  4.62 |1|  0.04|0|          |     2.6095     |  |A1pSrCrEu       
24645 |R     Aur|M        |  6.7  |0| 14.0 |0|54040.    |   450.         |51|M6.5e-M9.5e     
29441 |X     Aur|M        |  7.8  |0| 13.8 |0|54858.    |   165.5        |50|M3e-M7e         
30827 |RT    Aur|DCEP     |  5.00 |0|  5.82|0|54153.880 |     3.728485   |25|F4Ib-G1Ib       
26675 |RU    Aur|M        |  8.0  |0| 16.0 |0|54782.    |   463.0        |42|M7e-M9e         
23360 |RX    Aur|DCEP     |  7.28 |0|  8.02|0|48503.159 |    11.626      |49|F6-G2           
31484 |TU    Aur|SRB      |  7.60 |0|  8.30|1|          |   156.         |  |M5III           
31579 |UU    Aur|SRB      |  4.9  |0|  7.0 |0|          |   441.         |  |C5,3-C7,4(N3)   
25050 |UV    Aur|M        |  7.4  |0| 10.7 |0|54821.    |   392.8        |  |C6,2-C8,2Jep(Ne)
36314 |VX    Aur|M        |  8.0  |0| 13.1 |0|54467.    |   325.8        |  |M5e             
31173 |WW    Aur|EA       |  5.86 |0|  6.54|0|52501.8139|     2.52501936 |10|A4m+A5m         
22910 |AB    Aur|INA      |  6.3  |0|  8.4 |0|          |                |  |A0Ve+sh         
24575 |AE    Aur|INA      |  5.78 |0|  6.08|0|          |                |  |O9.5V           
24740 |AR    Aur|EA       |  6.15 |0|  6.82|0|52501.392 |     4.134651   |07|B9p+B9(Hg-Mn)   
24744 |EO    Aur|EA       |  7.56 |0|  8.13|0|52500.255 |     4.0656497  |12|B3V+B3V         
23733 |HZ    Aur|ACV      |  7.02 |0|  7.13|0|          |     6.43000    |  |B9pSiCr         
