  41  3404   -22   127    -7  18 10  000  -18 16 00  18 12  556  -18 15 10    90   3   2   2   6
  42  3410    -3   133    12  18 04  300  -16 50 00  18 07  237  -16 49 34     3   3   1   2   0
  43  3412   -19   135    -4  18 10  360  -17 26 00  18 13  305  -17 25 07    15   2   1   2   0
  44  3418   -16   141    -1  18 10  420  -16 46 00  18 13  356  -16 45 07    60   3   2   2   2
  45  3428   -22   151    -7  18 15  000  -16 13 00  18 17  530  -16 11 48    60   3   3   3   6
  46  3429    18   152    33  18 00  300  -14 10 00  18 03  205  -14 09 52    25   2   2   2   1
  47  3429   -13   153     2  18 12  000  -15 39 00  18 14  522  -15 38 01     5   1   2   2   1
  48  3444   -18   167    -3  18 16  420  -14 38 00  18 19  330  -14 36 41    10   3   2   2   1
  49  3445    -7   168     7  18 13  000  -14 00 00  18 15  502  -13 58 57    90   3   3   3  10
  50  3446   -26   169   -11  18 19  480  -14 46 00  18 22  391  -14 44 27    35   3   2   2   1
  51  3447   -67   170   -52  18 35  000  -16 39 00  18 37  532  -16 36 21    35   3   1   1   0
  52  3451  -237   175  -222  19 41  480  -23 20 00  19 44  475  -23 12 43     2   2   1   2   0
  53  3459   -18   182    -3  18 19  360  -13 17 00  18 22  252  -13 15 28    15   3   2   2   0
  54  3464     5   187    20  18 12  180  -11 46 00  18 15  055  -11 45 00   140   3   3   3   7
  55  3480   -26   203   -11  18 26  360  -11 50 00  18 29  235  -11 47 58     5   3   2   1   1
  56  3497   -14   220     0  18 25  360  -09 47 00  18 28  210  -09 45 02     7   1   2   1   0
  57  3506    -8   229     7  18 25  060  -08 41 00  18 27  497  -08 39 05     2   3   2   1   1
  58  3508    -9   231     5  18 26  000  -08 32 00  18 28  435  -08 30 01     8   3   2   2   0
  59  3522   -18   245    -3  18 31  360  -07 41 00  18 34  185  -07 38 36    20   3   2   1   0
  60  3530   -13   253     2  18 31  180  -06 47 00  18 33  595  -06 44 38    20   3   2   2   0
  61  3541     3   264    18  18 27  360  -05 05 00  18 30  155  -05 02 54     2   3   2   3   0
  62  3545    21   268    35  18 22  180  -03 55 00  18 24  561  -03 53 17     4   3   1   1   0
  63  3551  -224   274  -209  19 52  060  -14 23 00  19 54  545  -14 15 04    55   3   2   1   0
  64  3567    21   290    35  18 26  240  -01 59 00  18 28  598  -01 56 59    25   3   2   2   0
  65  3568   -22   291    -7  18 41  420  -03 51 00  18 44  200  -03 47 53     7   3   2   2   0
  66  3582   -11   305     4  18 40  180  -02 06 00  18 42  540  -02 02 59     8   3   2   2   0
  67  3583   -21   306    -6  18 44  120  -02 28 00  18 46  483  -02 24 42    10   2   1   1   0
  68  3584    48   307    62  18 20  060  +00 48 00  18 22  386  +00 49 33     8   3   2   2   0
  69  3596     0   319    14  18 39  180  -00 23 00  18 41  520  -00 20 03    20   2   2   2   1
  70    27    99   351   114  18 09  480  +07 02 00  18 12  133  +07 02 48     5   3   1   2   0
  71    38   -28   361   -14  18 57  000  +02 01 00  18 59  312  +02 05 12     3   2   2   3   0
  72    41   -31   364   -17  18 58  480  +02 10 00  19 01  191  +02 14 20    25   3   2   2   0
  73    50   431   377   446  16 06  480  +22 08 00  16 08  576  +22 00 09    75   3   2   1   0
  74    76   -27   399   -13  19 03  540  +05 27 00  19 06  215  +05 31 41     3   3   2   2   0
  75    79     1   402    15  18 54  240  +06 59 00  18 56  496  +07 03 01    10   1   2   1   0
  76    81    11   405    25  18 51  360  +07 41 00  18 54  007  +07 44 49     7   1   2   1   0
  77    84  -135   406  -121  19 43  120  +00 54 00  19 45  445  +01 01 21     8   2   1   1   0
  78   145    25   469    38  18 58  360  +13 59 00  19 00  535  +14 03 18    12   1   1   1   0
  79   167   -18   490    -5  19 18  420  +13 47 00  19 21  001  +13 52 42    40   3   2   1   0
  80   179    20   502    33  19 07  000  +16 42 00  19 09  143  +16 46 54     2   3   2   3   0
  81   195  -109   516   -97  19 56  300  +11 31 00  19 58  516  +11 39 12    10   3   1   1   0
  82   213   -12   536     0  19 25  540  +18 04 00  19 28  072  +18 10 11     9   3   1   2   1
  83   228    12   551    24  19 20  120  +20 36 00  19 22  220  +20 41 48     2   1   2   2   0
  84   236   -50   559   -38  19 44  360  +18 09 00  19 46  500  +18 16 26    15   3   2   3   2
  85   250    79   574    90  18 59  120  +25 41 00  19 01  145  +25 45 20     6   3   2   2   1
  86   271   -13   594    -2  19 38  540  +23 03 00  19 41  017  +23 10 03    40   1   2   2   3
  87   286   -12   609    -1  19 42  120  +24 23 00  19 44  182  +24 30 16    10   3   1   1   1
  88   292    -8   615     3  19 41  480  +25 06 00  19 43  533  +25 13 15    25   3   2   2   1
  89   307   -10   630     1  19 45  540  +26 14 00  19 47  581  +26 21 31     5   1   2   1   0
  90   309    -6   632     5  19 45  060  +26 37 00  19 47  095  +26 44 28     6   3   2   2   0
  91   317    34   641    44  19 31  360  +29 23 00  19 33  350  +29 29 34   120   3   3   2   0
  92   318     6   641    16  19 42  360  +28 00 00  19 44  375  +28 07 18    50   1   1   1   4
  93   319   -15   642    -5  19 50  540  +26 57 00  19 52  575  +27 04 50     1   3   2   3   0
  94   325    57   649    68  19 24  000  +31 16 00  19 25  556  +31 22 03    25   3   3   1   0
  95   336    -4   659     6  19 51  000  +29 02 00  19 53  007  +29 09 51     1   1   2   2   0
  96   337    61   661    72  19 24  540  +32 29 00  19 26  480  +32 35 07    25   3   2   1   0
  97   346    -1   669     9  19 52  060  +30 00 00  19 54  055  +30 07 55    10   1   2   1   0
  98   358     0   682    10  19 54  480  +31 09 00  19 56  461  +31 17 05    15   1   1   1   1
  99   378     8   702    17  19 57  000  +33 13 00  19 58  555  +33 21 13     5   3   2   3   0
 100   380     6   703    16  19 58  000  +33 14 00  19 59  555  +33 22 17     4   3   2   3   0
 101   392    19   716    28  19 56  120  +35 01 00  19 58  046  +35 09 10    20   3   2   2   1
 102   392   -62   714   -53  20 27  420  +30 16 00  20 29  445  +30 26 06    40   3   1   1   0
 103   420   -92   741   -83  20 46  240  +30 33 00  20 48  281  +30 44 09   210   3   3   3   0
 104   425    -3   748     6  20 14  000  +36 26 00  20 15  525  +36 35 17     7   1   2   2   0
 105   431    16   755    24  20 08  240  +38 03 00  20 10  132  +38 11 56    18   2   3   3   1
 106   441   -14   764    -6  20 23  420  +37 04 00  20 25  347  +37 13 51     3   3   2   3   0
 107   452   -45   774   -37  20 38  540  +35 59 00  20 40  502  +36 09 44     5   2   2   2   1
 108   459    10   782    18  20 19  000  +39 56 00  20 20  476  +40 05 34   180   3   3   3   0
 109   472    -6   795     1  20 30  000  +40 00 00  20 31  491  +40 10 13  1080   2   3   2   0
 110   476  -129   796  -122  21 16  360  +32 02 00  21 18  422  +32 14 41    50   3   2   1   0
 111   493  -177   812  -170  21 37  300  +29 39 00  21 39  415  +29 52 37    90   3   1   1   0
 112   514    26   838    33  20 30  300  +45 19 00  20 32  100  +45 29 15    15   1   2   2   1
 113   516   -89   837   -83  21 16  480  +37 40 00  21 18  480  +37 52 42    15   3   1   1   0
 114   521   -85   842   -79  21 17  120  +38 17 00  21 19  112  +38 29 43     9   3   3   2   0
 115   525    33   849    39  20 31  180  +46 32 00  20 32  558  +46 42 17    50   3   2   2   0
 116   526    39   850    45  20 29  060  +47 01 00  20 30  425  +47 11 10     2   1   2   2   0
 117   532   -16   855   -10  20 55  120  +43 56 00  20 56  591  +44 07 37   240   3   3   2   1
 118   554   -95   875   -89  21 33  000  +39 46 00  21 35  003  +39 59 26   480   3   2   1   0
 119   554   -44   876   -38  21 14  420  +43 31 00  21 16  337  +43 43 35   160   2   2   3   1
 120   579    15   903    20  21 00  300  +49 29 00  21 02  085  +49 40 53     1   1   1   1   0
 121   579    12   902    17  21 01  540  +49 15 00  21 03  332  +49 26 57     1   3   2   1   0
 122   581  -416   892  -411  23 03  480  +14 23 00  23 06  175  +14 39 14    40   3   2   1   0
 123   590   -68   912   -64  21 38  300  +44 05 00  21 40  262  +44 18 40    13   2   2   2   0
 124   622   -19   945   -15  21 34  480  +49 54 00  21 36  346  +50 07 30    70   1   2   2   0
 125   623   -59   944   -55  21 49  420  +46 48 00  21 51  373  +47 02 07     9   2   2   3   1
 126   635  -172   954  -168  22 29  000  +38 04 00  22 31  135  +38 19 26   160   3   2   2   1
 127   639    22   963    26  21 25  300  +54 11 00  21 27  058  +54 24 05     2   3   2   2   0
 128   651    28   975    32  21 29  000  +55 25 00  21 30  342  +55 38 15     1   3   2   3   0
 129   660    77   985    80  21 09  120  +59 33 00  21 10  285  +59 45 18   140   3   2   2   1
 130   662   124   989   127  20 41  120  +62 52 00  20 42  060  +63 02 50     3   3   2   2   1
 131   669    35   993    37  21 35  540  +57 02 00  21 37  270  +57 15 33   170   1   2   2   5
 132   705    -8  1028    -6  22 15  060  +55 38 00  22 16  565  +55 53 01    90   3   3   2   3
 133   705    94  1031    96  21 26  420  +63 52 00  21 27  510  +64 05 08    80   3   1   1   0
 134   715    24  1038    26  22 08  060  +58 55 00  22 09  477  +59 09 47   160   3   2   2   1
 135   723    11  1046    13  22 18  360  +58 14 00  22 20  235  +58 29 07    15   3   2   2   0
 136   724   131  1051   132  21 15  000  +67 50 00  21 15  450  +68 02 35     5   3   2   3   0
 137   731    77  1056    79  21 54  240  +64 13 00  21 55  455  +64 27 17    90   3   2   1   2
 138   733     2  1056     4  22 28  540  +57 58 00  22 30  465  +58 13 26     1   3   2   2   0
 139   735    -1  1058     0  22 31  120  +57 42 00  22 33  058  +57 57 29    10   3   2   1   0
 140   743    52  1068    53  22 15  540  +62 47 00  22 17  306  +63 02 02    30   2   2   3   1
 141   744    32  1068    33  22 25  000  +61 08 00  22 26  450  +61 23 19     5   1   1   2   0
 142   749   -10  1072   -10  22 43  360  +57 32 00  22 45  355  +57 47 48    30   3   3   3   3
 143   750   -15  1073   -14  22 46  120  +57 11 00  22 48  130  +57 26 52     4   3   1   1   0
 144   754     8  1077     8  22 41  000  +59 22 00  22 42  557  +59 37 45     4   3   2   1   0
 145   755    57  1079    58  22 22  180  +63 48 00  22 23  555  +64 03 14    90   2   2   1   0
 146   759     5  1082     6  22 45  300  +59 24 00  22 47  277  +59 39 51     2   3   2   2   0
 147   760   -11  1083   -11  22 51  240  +57 56 00  22 53  265  +58 11 59     2   1   1   1   0
 148   761   -11  1084   -11  22 52  060  +57 59 00  22 54  086  +58 15 00     2   3   2   3   0
 149   761   -11  1084   -11  22 52  180  +58 00 00  22 54  207  +58 16 00     1   1   1   2   0
 150   764    61  1089    61  22 27  540  +64 36 00  22 29  326  +64 51 24    40   3   2   2   0
 151   764   -28  1086   -27  22 58  480  +56 32 00  23 00  552  +56 48 08    20   3   1   1   1
 152   765   -10  1088    -9  22 54  300  +58 15 00  22 56  335  +58 31 03     2   3   2   3   0
 153   765   -11  1088   -10  22 55  060  +58 12 00  22 57  097  +58 28 04     5   1   2   2   0
 154   766    16  1090    16  22 47  300  +60 39 00  22 49  270  +60 54 54    60   3   2   2   0
 155   778    26  1102    26  22 52  480  +62 05 00  22 54  455  +62 21 01    60   3   2   2   9
 156   778     1  1101     1  23 01  000  +59 43 00  23 03  048  +59 59 10     2   1   2   3   0
 157   790    -6  1113    -7  23 11  420  +59 30 00  23 13  522  +59 46 21    90   3   3   3   5
 158   792     9  1116     8  23 09  240  +60 58 00  23 11  316  +61 14 19    10   2   3   3   0
 159   793     4  1117     4  23 11  240  +60 36 00  23 13  330  +60 52 21     7   3   2   2   0
 160   795    41  1120    41  23 01  480  +64 08 00  23 03  473  +64 24 11    80   3   2   1   3
 161   795    11  1119    11  23 11  120  +61 19 00  23 13  201  +61 35 21    55   2   2   2   0
 162   799     3  1122     2  23 16  180  +60 39 00  23 18  295  +60 55 25    40   3   3   3   2
 163   813    -6  1136    -7  23 28  420  +60 14 00  23 31  001  +60 30 34    10   3   2   2   0
 164   817   -15  1139   -16  23 33  420  +59 25 00  23 36  031  +59 41 36     3   3   2   2   0
 165   823     3  1146     2  23 35  060  +61 23 00  23 37  268  +61 39 37    10   2   2   2   1
 166   823    -7  1146    -8  23 37  240  +60 25 00  23 39  465  +60 41 38    10   1   1   1   1
 167   826    33  1150    32  23 30  480  +64 18 00  23 33  045  +64 34 35     2   1   1   1   0
 168   835   -14  1158   -16  23 48  060  +59 55 00  23 50  341  +60 11 41     7   2   2   2   0
 169   836   -16  1159   -17  23 49  000  +59 49 00  23 51  286  +60 05 41     5   1   1   1   1
 170   853    25  1177    23  23 56  360  +64 04 00  23 59  083  +64 20 42    20   1   2   2   1
 171   860    49  1184    47  23 59  300  +66 36 00  00 02  041  +66 52 42   180   3   2   3   3
 172   864   -11  1186   -13  00 10  120  +60 42 00  00 12  516  +60 58 41     1   2   1   1   0
 173   872    -7  1195    -9  00 16  240  +61 11 00  00 19  070  +61 27 39    30   1   2   2   2
 174   875   187  1203   184  23 42  360  +80 23 00  23 44  410  +80 39 40    10   3   2   1   0
 175   880    22  1204    20  00 21  420  +64 09 00  00 24  295  +64 25 37     2   1   2   2   0
 176   881   -52  1203   -55  00 26  060  +56 44 00  00 28  518  +57 00 35    10   3   2   1   0
 177   883     0  1207    -3  00 25  540  +61 55 00  00 28  425  +62 11 35    40   3   1   1   2
 178   884   256  1214   254  22 34  060  +87 15 00  22 27  255  +87 30 27   420   3   2   1   0
 179   894     3  1217     0  00 34  360  +62 19 00  00 37  296  +62 35 30     1   1   1   1   0
 180   903     4  1226     1  00 42  480  +62 23 00  00 45  462  +62 39 24    15   3   1   1   0
 181   903    27  1227    23  00 43  120  +64 40 00  00 46  131  +64 56 23    15   3   1   1   0
 182   905    22  1228    19  00 44  120  +64 12 00  00 47  131  +64 28 22     2   3   1   1   0
 183   908    32  1232    28  00 47  480  +65 10 00  00 50  526  +65 26 19    35   3   2   1   0
 184   910   -59  1231   -63  00 47  000  +56 04 00  00 49  545  +56 20 20    40   3   2   3   1
 185   917   -15  1240   -19  00 53  540  +60 27 00  00 56  560  +60 43 13   120   3   2   2   1
 186   926     7  1249     3  01 02  300  +62 36 00  01 05  393  +62 52 03     1   3   2   2   0
 187   944    -4  1267    -8  01 16  360  +61 20 00  01 19  507  +61 35 44    10   3   3   2   0
 188   959   -37  1281   -41  01 24  120  +57 51 00  01 27  246  +58 06 33     9   3   3   2   0
 189   992    32  1316    27  02 04  360  +63 42 00  02 08  208  +63 56 13     2   1   1   1   0
 190  1025    16  1348     9  02 25  480  +61 00 00  02 29  343  +61 13 21   150   3   3   3   8
 191  1036     1  1359    -6  02 29  120  +59 12 00  02 32  545  +59 25 12     2   3   1   3   0
 192  1037    28  1361    21  02 39  240  +61 34 00  02 43  178  +61 46 44     1   2   1   1   0
 193  1038    28  1361    21  02 39  420  +61 35 00  02 43  360  +61 47 43     2   2   1   1   0
 194  1038    27  1361    21  02 39  300  +61 31 00  02 43  236  +61 43 44     2   2   1   2   0
 195  1040     3  1363    -4  02 32  360  +59 13 00  02 36  198  +59 26 03     3   3   1   1   0
 196  1040    32  1364    25  02 43  240  +61 49 00  02 47  203  +62 01 32     4   1   1   2   0
 197  1042     4  1365    -3  02 34  240  +59 13 00  02 38  085  +59 25 58     5   3   2   1   0
 198  1051     9  1374     2  02 42  240  +59 17 00  02 46  117  +59 29 36     9   2   2   2   0
 199  1052    18  1376    11  02 46  480  +60 00 00  02 50  396  +60 12 23   120   3   2   3   9
 200  1057    48  1381    41  03 02  300  +62 26 00  03 06  362  +62 37 34     6   2   2   1   1
 201  1061    24  1385    16  02 55  180  +60 05 00  02 59  130  +60 16 57     5   3   2   3   0
 202  1082    27  1406    19  03 10  540  +59 16 00  03 14  517  +59 27 08   170   3   2   1   8
 203  1112   -10  1435   -19  03 14  300  +54 31 00  03 18  146  +54 41 56    45   1   2   1   0
 204  1134    38  1458    30  03 47  420  +57 08 00  03 51  430  +57 17 00    40   3   2   2   0
 205  1162     7  1486    -2  03 48  300  +52 54 00  03 52  183  +53 02 57   120   3   2   2   1
 206  1183     0  1506    -9  03 55  420  +51 03 00  03 59  270  +51 11 30    50   3   2   3   1
 207  1189    31  1512    21  04 12  180  +52 54 00  04 16  108  +53 01 26     4   1   2   2   0
 208  1190    30  1513    20  04 12  000  +52 44 00  04 15  523  +52 51 27     1   1   2   3   0
 209  1193     7  1516    -2  04 03  300  +50 54 00  04 07  160  +51 02 01    14   3   2   2   0
 210  1204    39  1528    29  04 23  120  +52 20 00  04 27  050  +52 26 43    20   3   1   2   0
 211  1223    35  1546    25  04 29  180  +50 44 00  04 33  075  +50 50 19     2   3   2   3   0
 212  1231    36  1554    26  04 33  000  +50 11 00  04 36  485  +50 17 04     5   1   2   3   0
 213  1248   -25  1571   -36  04 13  360  +44 41 00  04 17  090  +44 48 22     1   3   2   1   0
 214  1254   -28  1576   -39  04 14  300  +44 08 00  04 18  020  +44 15 18     4   1   1   1   0
 215  1261   -46  1583   -57  04 10  360  +42 22 00  04 14  040  +42 29 34     2   3   2   2   0
 216  1263    19  1586     8  04 37  360  +46 38 00  04 41  161  +46 43 45    80   3   2   2   1
 217  1268    44  1592    33  04 51  180  +47 51 00  04 55  023  +47 55 48     9   2   2   2   0
 218  1270   124  1595   113  05 33  180  +52 08 00  05 37  170  +52 09 48    70   2   1   1   0
 219  1270    37  1594    26  04 48  420  +47 14 00  04 52  246  +47 18 59     3   2   2   3   0
 220  1280  -111  1601  -123  03 54  060  +36 20 00  03 57  217  +36 28 37   320   3   2   3   1
 221  1284    38  1608    27  04 54  180  +46 12 00  04 57  586  +46 16 36   120   3   2   1   0
 222  1332   -78  1654   -90  04 23  360  +35 03 00  04 26  526  +35 09 43     6   3   2   3   0
 223  1334    37  1658    25  05 10  060  +42 06 00  05 13  386  +42 09 29    70   3   2   2   0
 224  1338    57  1662    44  05 20  060  +42 53 00  05 23  408  +42 55 46    30   3   3   2   1
 225  1357    43  1681    31  05 20  000  +40 32 00  05 23  300  +40 34 46    10   3   2   2   0
 226  1362     3  1685   -10  05 04  180  +37 52 00  05 07  421  +37 55 54     3   3   2   3   0
 227  1364    23  1687    10  05 13  000  +38 51 00  05 16  265  +38 54 17    20   3   2   2   0
 228  1369     4  1692    -9  05 06  480  +37 20 00  05 10  113  +37 23 43     8   3   2   3   0
 229  1397    -9  1720   -22  05 09  420  +34 21 00  05 13  002  +34 24 31    65   3   2   3   1
 230  1407     0  1730   -13  05 15  540  +34 02 00  05 19  120  +34 05 05   300   3   2   2   0
 231  1410    39  1734    26  05 32  360  +35 52 00  05 35  576  +35 53 52    12   3   1   2   0
 232  1411    46  1735    32  05 35  420  +36 09 00  05 39  041  +36 10 39    40   2   2   2   2
 233  1411    37  1734    24  05 32  000  +35 44 00  05 35  213  +35 45 55     2   3   2   2   0
 234  1411    12  1734    -2  05 21  300  +34 21 00  05 24  487  +34 23 40    12   3   2   3   4
 235  1413    41  1736    28  05 34  180  +35 48 00  05 37  395  +35 49 45    10   3   2   3   0
 236  1413    -4  1736   -17  05 16  000  +33 16 00  05 19  167  +33 19 04    55   3   2   3   5
 237  1416    16  1739     3  05 24  480  +34 12 00  05 28  065  +34 14 26     7   3   2   3   1
 238  1441  -196  1762  -209  04 16  000  +19 18 00  04 18  547  +19 25 14     1   3   2   3   0
 239  1468  -187  1789  -201  04 25  300  +17 54 00  04 28  235  +18 00 36     5   3   2   2   0
 240  1479     1  1802   -13  05 34  420  +28 03 00  05 37  510  +28 04 44   180   1   3   2   0
 241  1486    55  1809    41  05 57  420  +30 15 00  06 00  545  +30 15 03    10   3   2   3   0
 242  1501    16  1824     2  05 45  360  +26 59 00  05 48  435  +26 59 56     7   1   2   2   0
 243  1518   -27  1841   -42  05 33  180  +23 14 00  05 36  201  +23 15 50     6   3   2   1   0
 244  1523   -44  1846   -58  05 28  300  +21 53 00  05 31  302  +21 55 11     5   2   3   3   0
 245  1543  -329  1864  -343  03 57  180  +03 51 00  03 59  555  +03 59 26   720   3   2   2   2
 246  1548  -151  1870  -166  04 56  300  +13 57 00  04 59  196  +14 01 28    65   3   1   1   0
 247  1566    23  1889     8  06 02  300  +21 38 00  06 05  300  +21 37 43     9   1   1   2   1
 248  1567    43  1891    29  06 10  360  +22 32 00  06 13  372  +22 31 07    50   2   3   3   4
 249  1567    55  1890    40  06 14  540  +23 08 00  06 17  560  +23 06 48    80   3   2   2   6
 250  1574  -234  1896  -248  04 34  480  +07 10 00  04 37  295  +07 15 59    10   3   2   1   0
 251  1577  -257  1899  -272  04 27  300  +05 39 00  04 30  097  +05 45 28    35   3   3   1   0
 252  1577    20  1900     5  06 03  420  +20 31 00  06 06  405  +20 30 37    40   3   2   3   1
 253  1599    51  1923    36  06 19  480  +20 05 00  06 22  458  +20 03 27     5   3   1   1   0
 254  1602    13  1925    -1  06 06  300  +18 04 00  06 09  253  +18 03 25    11   2   2   2   1
 255  1603    15  1927     0  06 07  180  +18 00 00  06 10  132  +17 59 22     3   1   2   3   0
 256  1603    14  1926    -1  06 06  480  +17 58 00  06 09  432  +17 57 24     1   3   2   2   0
 257  1603    14  1926    -1  06 07  000  +18 00 00  06 09  552  +17 59 23     3   1   2   3   0
 258  1604    15  1927     1  06 07  420  +17 57 00  06 10  372  +17 56 20     1   3   2   2   0
 259  1606     9  1929    -6  06 05  480  +17 28 00  06 08  425  +17 27 28     2   1   1   1   0
 260  1612  -212  1934  -227  04 49  480  +05 30 00  04 52  277  +05 34 57    22   3   3   1   0
 261  1618    -5  1941   -19  06 03  120  +15 49 00  06 06  045  +15 48 40    45   3   2   2   1
 262  1624  -185  1946  -200  05 01  240  +06 02 00  05 04  045  +06 06 08    20   3   2   1   0
 263  1624  -141  1947  -156  05 16  180  +08 18 00  05 19  012  +08 21 04    22   2   2   2   1
 264  1628  -105  1951  -120  05 29  420  +09 52 00  05 32  271  +09 54 06   390   1   1   2   9
 265  1628  -153  1951  -168  05 13  120  +07 20 00  05 15  540  +07 23 17    70   3   2   2   0
 266  1634    14  1957    -1  06 13  060  +15 19 00  06 15  578  +15 17 56     1   2   2   3   0
 267  1639     3  1962   -12  06 10  120  +14 18 00  06 13  025  +14 17 09     4   1   1   2   0
 268  1641   -14  1964   -28  06 04  360  +13 21 00  06 07  255  +13 20 34    60   3   1   1   0
 269  1642    -2  1965   -17  06 08  540  +13 51 00  06 11  440  +13 50 15     4   3   2   3   0
 270  1645   -16  1968   -31  06 04  360  +12 50 00  06 07  248  +12 49 34     1   3   2   3   0
 271  1655    -8  1978   -23  06 09  180  +12 23 00  06 12  062  +12 22 13     2   1   2   3   0
 272  1655    -8  1978   -23  06 09  240  +12 22 00  06 12  122  +12 21 13     1   2   1   2   0
 273  1706    37  2029    22  06 35  180  +10 00 00  06 38  031  +09 57 20   250   3   2   3  11
 274  1729   157  2052   143  07 23  300  +13 28 00  07 26  185  +13 21 57     8   3   3   3   0
 275  1740    -6  2063   -21  06 26  240  +05 00 00  06 29  033  +04 57 59   100   1   2   3   9
 276  1744  -190  2067  -205  05 22  300  -04 03 00  05 24  590  -04 00 22  1200   2   2   2   0
 277  1746  -153  2069  -168  05 35  420  -02 30 00  05 38  127  -02 28 19   120   3   2   3   1
 278  1750  -215  2074  -229  05 14  540  -05 46 00  05 17  210  -05 42 49    50   3   2   2   0
 279  1761  -176  2085  -191  05 30  240  -04 52 00  05 32  520  -04 49 56    20   3   2   3   1
 280  1764   -12  2087   -26  06 29  060  +02 37 00  06 31  425  +02 34 47    40   3   2   2   4
 281  1767  -180  2091  -195  05 30  000  -05 32 00  05 32  271  -05 29 55    60   3   2   3   3
 282  1777    -8  2101   -23  06 32  480  +01 36 00  06 35  235  +01 33 31    35   3   2   2   1
 283  1785   -11  2109   -25  06 33  300  +00 48 00  06 36  045  +00 45 28     3   3   1   1   0
 284  1797     1  2120   -13  06 39  540  +00 20 00  06 42  280  +00 17 01    80   2   2   2   0
