 4:37:00  4:58:00 15:30 Tau
 5:20:00  5:36:00 15:30 Tau
12:50:00 13:30:00 15:00 Com
17:15:00 18:15:00 14:20 Her
11:52:00 12:50:00 14:00 Com
 7:30:00  7:48:30 13:30 Gem
16:45:00 17:15:00 12:50 Her
 0:00:00  0:08:30 12:30 Peg
 5:36:00  5:46:00 12:30 Tau
 7:00:00  7:30:00 12:30 Gem
21:07:00 21:20:00 12:30 Peg
 6:18:30  6:56:00 12:00 Gem
18:15:00 18:52:00 12:00 Her
20:52:30 21:03:00 11:50 Del
21:03:00 21:07:00 11:50 Peg
11:31:00 11:52:00 11:00 Leo
 6:14:30  6:18:30 10:00 Ori
 6:56:00  7:00:00 10:00 Gem
 7:48:30  7:55:30 10:00 Cnc
23:50:00 24:00:00 10:00 Peg
 1:40:00  3:17:00  9:55 Ari
20:08:30 20:18:00  8:30 Del
13:30:00 15:05:00  8:00 Boo
22:45:00 23:50:00  7:30 Peg
 7:55:30  9:15:00  7:00 Cnc
 9:15:00 10:45:00  7:00 Leo
18:15:00 18:39:44  6:15 Oph
18:39:44 18:52:00  6:15 Aql
20:50:00 20:52:30  6:00 Del
 7:00:00  7:01:00  5:30 CMi
18:15:00 18:25:30  4:30 Ser
16:05:00 16:45:00  4:00 Her
18:15:00 18:25:30  3:00 Oph
21:28:00 21:40:00  2:45 Peg
 0:00:00  2:00:00  2:00 Psc
18:35:00 18:52:00  2:00 Ser
20:18:00 20:50:00  2:00 Del
20:50:00 21:20:00  2:00 Equ
21:20:00 21:28:00  2:00 Peg
22:00:00 22:45:00  2:00 Peg
21:40:00 22:00:00  1:45 Peg
 7:01:00  7:12:00  1:30 CMi
 3:35:00  4:37:00  0:00 Tau
 4:37:00  4:40:00  0:00 Ori
 7:12:00  8:05:00  0:00 CMi
14:40:00 15:05:00  0:00 Vir
17:50:00 18:15:00  0:00 Oph
 2:39:00  3:17:00 -1:45 Cet
 3:17:00  3:35:00 -1:45 Tau
15:05:00 16:16:00 -3:15 Ser
 4:40:00  5:05:00 -4:00 Ori
 5:50:00  6:14:30 -4:00 Ori
17:50:00 17:58:00 -4:00 Ser
18:15:00 18:35:00 -4:00 Ser
18:35:00 18:52:00 -4:00 Aql
22:45:00 23:50:00 -4:00 Psc
10:45:00 11:31:00 -6:00 Leo
11:31:00 11:50:00 -6:00 Vir
 0:00:00  0:20:00 -7:00 Psc
23:50:00 24:00:00 -7:00 Psc
14:15:00 14:40:00 -8:00 Vir
15:55:00 16:16:00 -8:00 Oph
20:00:00 20:32:00 -9:00 Aql
21:20:00 21:52:00 -9:00 Aqr
17:10:00 17:58:00 -10:00 Oph
 5:50:00  8:05:00 -11:00 Mon
 4:55:00  5:05:00 -11:00 Eri
 5:05:00  5:50:00 -11:00 Ori
 8:05:00  8:22:00 -11:00 Hya
 9:35:00 10:45:00 -11:00 Sex
11:50:00 12:50:00 -11:00 Vir
17:35:00 17:40:00 -11:40 Oph
18:52:00 20:00:00 -12:02 Aql
 4:50:00  4:55:00 -14:30 Eri
20:32:00 21:20:00 -15:00 Aqr
17:10:00 18:15:00 -16:00 Ser
18:15:00 18:52:00 -16:00 Sct
 8:22:00  8:35:00 -17:00 Hya
16:16:00 16:22:30 -18:15 Oph
 8:35:00  9:05:00 -19:00 Hya
10:45:00 10:50:00 -19:00 Crt
16:16:00 16:22:30 -19:15 Sco
15:40:00 15:55:00 -20:00 Lib
12:35:00 12:50:00 -22:00 Crv
12:50:00 14:15:00 -22:00 Vir
 9:05:00  9:45:00 -24:00 Hya
 1:40:00  2:39:00 -24:23 Cet
 2:39:00  3:45:00 -24:23 Eri
10:50:00 11:50:00 -24:30 Crt
11:50:00 12:35:00 -24:30 Crv
14:15:00 14:55:00 -24:30 Lib
16:16:00 16:45:00 -24:35 Oph
 0:00:00  1:40:00 -25:30 Cet
21:20:00 21:52:00 -25:30 Cap
21:52:00 23:50:00 -25:30 Aqr
23:50:00 24:00:00 -25:30 Cet
 9:45:00 10:15:00 -26:30 Hya
 4:42:00  4:50:00 -27:15 Eri
 4:50:00  6:07:00 -27:15 Lep
20:00:00 21:20:00 -28:00 Cap
10:15:00 10:35:00 -29:10 Hya
12:35:00 14:55:00 -29:30 Hya
14:55:00 15:40:00 -29:30 Lib
15:40:00 16:00:00 -29:30 Sco
 4:35:00  4:42:00 -30:00 Eri
16:45:00 17:36:00 -30:00 Oph
17:36:00 17:50:00 -30:00 Sgr
10:35:00 10:50:00 -31:10 Hya
 6:07:00  7:22:00 -33:00 CMa
12:15:00 12:35:00 -33:00 Hya
10:50:00 12:15:00 -35:00 Hya
 3:30:00  3:45:00 -36:00 For
 8:22:00  9:22:00 -36:45 Pyx
 4:16:00  4:35:00 -37:00 Eri
17:50:00 19:10:00 -37:00 Sgr
21:20:00 23:00:00 -37:00 PsA
23:00:00 23:20:00 -37:00 Scl
 3:00:00  3:30:00 -39:35 For
 9:22:00 11:00:00 -39:45 Ant
 0:00:00  1:40:00 -40:00 Scl
 1:40:00  3:00:00 -40:00 For
 3:52:00  4:16:00 -40:00 Eri
23:20:00 24:00:00 -40:00 Scl
14:10:00 14:55:00 -42:00 Cen
15:40:00 16:00:00 -42:00 Lup
16:00:00 16:25:15 -42:00 Sco
 4:50:00  5:00:00 -43:00 Cae
 5:00:00  6:35:00 -43:00 Col
 8:00:00  8:22:00 -43:00 Pup
 3:25:00  3:52:00 -44:00 Eri
16:25:15 17:50:00 -45:30 Sco
17:50:00 19:10:00 -45:30 CrA
19:10:00 20:20:00 -45:30 Sgr
20:20:00 21:20:00 -45:30 Mic
 3:00:00  3:25:00 -46:00 Eri
 4:30:00  4:50:00 -46:30 Cae
15:20:00 15:40:00 -48:00 Lup
 0:00:00  2:20:00 -48:10 Phe
 2:40:00  3:00:00 -49:00 Eri
 4:05:00  4:16:00 -49:00 Hor
 4:16:00  4:30:00 -49:00 Cae
21:20:00 22:00:00 -50:00 Gru
 6:00:00  8:00:00 -50:45 Pup
 8:00:00  8:10:00 -50:45 Vel
 2:25:00  2:40:00 -51:00 Eri
 3:50:00  4:05:00 -51:00 Hor
 0:00:00  1:50:00 -51:30 Phe
 6:00:00  6:10:00 -52:30 Car
 8:10:00  8:27:00 -53:00 Vel
 3:30:00  3:50:00 -53:10 Hor
 3:50:00  4:00:00 -53:10 Dor
 0:00:00  1:35:00 -53:30 Phe
 2:10:00  2:25:00 -54:00 Eri
 4:30:00  5:00:00 -54:00 Pic
15:03:00 15:20:00 -54:00 Lup
 8:27:00  8:50:00 -54:30 Vel
 6:10:00  6:30:00 -55:00 Car
11:50:00 12:50:00 -55:00 Cen
14:10:00 15:03:00 -55:00 Lup
15:03:00 15:20:00 -55:00 Nor
 4:00:00  4:20:00 -56:30 Dor
 8:50:00 11:00:00 -56:30 Vel
11:00:00 11:15:00 -56:30 Cen
17:30:00 18:00:00 -57:00 Ara
18:00:00 20:20:00 -57:00 Tel
22:00:00 23:20:00 -57:00 Gru
 3:12:00  3:30:00 -57:30 Hor
 5:00:00  5:30:00 -57:30 Pic
 6:30:00  6:50:00 -58:00 Car
 0:00:00  1:20:00 -58:30 Phe
 1:20:00  2:10:00 -58:30 Eri
23:20:00 24:00:00 -58:30 Phe
 4:20:00  4:35:00 -59:00 Dor
15:20:00 16:25:15 -60:00 Nor
20:20:00 21:20:00 -60:00 Ind
 5:30:00  6:00:00 -61:00 Pic
15:10:00 15:20:00 -61:00 Cir
16:25:15 16:35:00 -61:00 Ara
14:55:00 15:10:00 -63:35 Cir
16:35:00 16:45:00 -63:35 Ara
 6:00:00  6:50:00 -64:00 Pic
 6:50:00  9:02:00 -64:00 Car
11:15:00 11:50:00 -64:00 Cen
11:50:00 12:50:00 -64:00 Cru
12:50:00 14:32:00 -64:00 Cen
13:30:00 13:40:00 -65:00 Cir
16:45:00 16:50:00 -65:00 Ara
 2:10:00  3:12:00 -67:30 Hor
 3:12:00  4:35:00 -67:30 Ret
14:45:00 14:55:00 -67:30 Cir
16:50:00 17:30:00 -67:30 Ara
17:30:00 18:00:00 -67:30 Pav
22:00:00 23:20:00 -67:30 Tuc
 4:35:00  6:35:00 -70:00 Dor
13:40:00 14:45:00 -70:00 Cir
14:45:00 17:00:00 -70:00 TrA
 0:00:00  1:20:00 -75:00 Tuc
 3:30:00  4:35:00 -75:00 Hyi
 6:35:00  9:02:00 -75:00 Vol
 9:02:00 11:15:00 -75:00 Car
11:15:00 13:40:00 -75:00 Mus
18:00:00 21:20:00 -75:00 Pav
21:20:00 23:20:00 -75:00 Ind
23:20:00 24:00:00 -75:00 Tuc
 0:45:00  1:20:00 -76:00 Tuc
 0:00:00  3:30:00 -82:30 Hyi
 7:40:00 13:40:00 -82:30 Cha
13:40:00 18:00:00 -82:30 Aps
 3:30:00  7:40:00 -85:00 Men
 0:00:00 24:00:00 -90:00 Oct
